Incident,Date Reported,Time Reported,Month Reported,Day of Week,Nature,Incident address,Area,Agency,Report/No Report
B18-42344,10-13-18,23:01,October,Saturday,DISTURBANCE IP,3802 E 3RD ST,LB307,BPD,NO REPORT
B18-42350,10-13-18,23:16,October,Saturday,NOISE,321 E 14TH ST; APT A4,LB213,BPD,NO REPORT
B18-42351,10-13-18,23:35,October,Saturday,DISTURBANCE IP,1335 N WASHINGTON ST,LB212,BPD,NO REPORT
B18-42352,10-13-18,23:40,October,Saturday,DISTURBANCE IP,502 E KIRKWOOD AVE; KILROYS KIRKWOOD; U:,LB104,BPD,NO REPORT
B18-42361,10-13-18,23:40,October,Saturday,NOISE,513 W GOURLEY PIKE; HOOSIER COURT APARTMENTS,LB513,BPD,NO REPORT
B18-42359,10-13-18,23:49,October,Saturday,NOISE,500 S MULLER PKWY; VILLAGE AT MULLER PARK; APT 1013,LB404,BPD,NO REPORT
B18-42365,10-14-18,00:23,October,Sunday,DISTURBANCE IP,315 W GORDON PIKE; SOUTHCREST MOBILE HOME PARK; LOT 57,LMS16,BPD,NO REPORT
B18-42363,10-14-18,00:28,October,Sunday,NOISE,3131 E GOODNIGHT WAY; STRATUM AT LATIMER FARM CLUBHOUSE,LB310,BPD,NO REPORT
B18-42364,10-14-18,00:44,October,Sunday,DISTURBANCE IP,352 E CARDINAL GLEN DR,LMS16,BPD,NO REPORT
B18-42376,10-14-18,00:54,October,Sunday,NOISE,500 S MULLER PKWY; VILLAGE AT MULLER PARK; APT 1013,LB404,BPD,NO REPORT
B18-42372,10-14-18,00:59,October,Sunday,NOISE,513 W GOURLEY PIKE; HOOSIER COURT,LB513,BPD,NO REPORT
B18-42392,10-14-18,01:44,October,Sunday,NOISE,1116 N LINDBERGH DR,LB517,BPD,NO REPORT
B18-42385,10-14-18,01:46,October,Sunday,NOISE,1410 W 15TH ST,LB517,BPD,NO REPORT
B18-42391,10-14-18,02:33,October,Sunday,DRUNK,430 E KIRKWOOD AVE; JIMMY JOHNS KIRKWOOD,LB104,BPD,NO REPORT
B18-42396,10-14-18,03:04,October,Sunday,NOISE,2036 N WALNUT ST; APT B29,LB212,BPD,NO REPORT
B18-42397,10-14-18,03:25,October,Sunday,DISTURBANCE IP,N LINCOLN ST & E 16TH ST,LB213,BPD,NO REPORT
B18-42401,10-14-18,03:36,October,Sunday,NOISE,2036 N WALNUT ST; BLD B,LB212,BPD,NO REPORT
B18-42426,10-14-18,11:59,October,Sunday,DISTURBANCE IP,112 W 6TH ST; APT 1,LB101,BPD,NO REPORT
B18-42427,10-14-18,12:21,October,Sunday,DISTURBANCE IP,3404 S IVY LN,LB428,BPD,REPORT
B18-42473,10-14-18,23:07,October,Sunday,NOISE,1440 N WOODBURN AVE; APT 8,LB512,BPD,NO REPORT
B18-42478,10-14-18,23:48,October,Sunday,DISTURBANCE IP,105 W 7TH ST; VIDEO SALOON,LB101,BPD,REPORT
B18-42483,10-15-18,00:15,October,Monday,NOISE,1810 S HUNTINGTON GARDENS PL; UNIT 4,LB316,BPD,NO REPORT
B18-42491,10-15-18,01:18,October,Monday,NOISE,2446 S HENDERSON ST; CRAWFORD 2 APT 421,LB327,BPD,NO REPORT
B18-42490,10-15-18,01:21,October,Monday,DISTURBANCE IP,710 N MORTON ST; THE PARK ON MORTON OFFICE,LB519,BPD,NO REPORT
B18-42492,10-15-18,01:52,October,Monday,DRUNK,430 E KIRKWOOD AVE,LB104,BPD,REPORT
B18-42513,10-15-18,09:03,October,Monday,DISTURBANCE IP,303 E KIRKWOOD AVE; MONROE COUNTY PUBLIC LIBRARY,LB102,BPD,NO REPORT
B18-42521,10-15-18,10:17,October,Monday,DISTURBANCE IP,S WASHINGTON ST & E DODDS ST,LB314,BPD,NO REPORT
B18-42535,10-15-18,12:18,October,Monday,DISTURBANCE IP,412 E 6TH ST; RUNCIBLE SPOON,LB102,BPD,NO REPORT
B18-42581,10-15-18,16:55,October,Monday,VANDALISM NP,2453 S WOOLERY MILL DR,LB424,BPD,REPORT
B18-42590,10-15-18,18:17,October,Monday,DISTURBANCE IP,115 S STATE ROAD 46; MOE'S SOUTHWEST GRILL,LB221,BPD,NO REPORT
B18-42602,10-15-18,19:34,October,Monday,VANDALISM IP,2966 E 3RD ST; TARGET,LB305,BPD,NO REPORT
B18-42604,10-15-18,19:43,October,Monday,DRUNK,2313 W 3RD ST; MISTER LUBIE,LB404,BPD,NO REPORT
B18-42631,10-16-18,00:17,October,Tuesday,NOISE,1410 W 15TH ST,LB517,BPD,NO REPORT
B18-42638,10-16-18,01:42,October,Tuesday,NOISE,406 E BROWNSTONE DR,LB213,BPD,NO REPORT
B18-42643,10-16-18,03:45,October,Tuesday,DISTURBANCE IP,2029 N DUNN ST,LB212,BPD,REPORT
B18-42656,10-16-18,08:35,October,Tuesday,NOISE,1810 S HUNTINGTON GARDENS PL ; APT 3,LB316,BPD,NO REPORT
B18-42684,10-16-18,13:42,October,Tuesday,PANHANDLING,W 3RD ST & I69-37 OVERPASS; W 3RD ST AND SR 37 OVERPASS,LB404,BPD,NO REPORT
B18-42713,10-16-18,18:07,October,Tuesday,VANDALISM IP,533 W GRANITE DR,LB513,BPD,REPORT
B18-42717,10-16-18,18:21,October,Tuesday,VANDALISM IP,2453 S WOOLERY MILL DR,LB424,BPD,NO REPORT
B18-42721,10-16-18,19:55,October,Tuesday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT B174,LB336,BPD,NO REPORT
B18-42725,10-16-18,20:14,October,Tuesday,DISTURBANCE IP,1921 S LIBERTY DR,LB416,BPD,NO REPORT
B18-42729,10-16-18,20:25,October,Tuesday,DISTURBANCE IP,215 S WESTPLEX AVE; WHEELER MISSION MINISTRIES,LB521,BPD,NO REPORT
B18-42732,10-16-18,20:46,October,Tuesday,DISTURBANCE IP,215 S WESTPLEX AVE; WHEELER MISSION MINISTRIES,LB521,BPD,REPORT
B18-42736,10-16-18,21:43,October,Tuesday,NOISE,3100 S WALNUT STREET PIKE; APT B115,LB336,BPD,NO REPORT
B18-42745,10-16-18,23:25,October,Tuesday,NOISE,1410 W 15TH ST,LB517,BPD,NO REPORT
B18-42744,10-16-18,23:45,October,Tuesday,ALCOHOL RELATED,418 N COLLEGE AVE; BIG RED LIQUORS E 8TH ST,LB101,BPD,NO REPORT
B18-42747,10-17-18,00:24,October,Wednesday,DISTURBANCE IP,2440 S HENDERSON ST; CRAWFORD APARTMENTS,LB327,BPD,NO REPORT
B18-42752,10-17-18,01:01,October,Wednesday,VANDALISM NP,426 E 15TH ST; APT K21,LB213,BPD,REPORT
B18-42759,10-17-18,02:11,October,Wednesday,DRUNK,430 E KIRKWOOD AVE; SUIT 13,LB104,BPD,NO REPORT
B18-42770,10-17-18,05:04,October,Wednesday,NOISE,1810 S HUNTINGTON GARDENS PL,LB316,BPD,NO REPORT
B18-42787,10-17-18,10:38,October,Wednesday,DISTURBANCE IP,2440 S HENDERSON ST; APT 309; CRAWFORD APARTMENTS,LB327,BPD,NO REPORT
B18-42815,10-17-18,14:53,October,Wednesday,VANDALISM NP,111 W HILLSIDE DR,LB421,BPD,NO REPORT
B18-42840,10-17-18,19:35,October,Wednesday,DISTURBANCE IP,3100 S WALNUT STREET PIKE;BLDG A,LB336,BPD,NO REPORT
B18-42841,10-17-18,19:39,October,Wednesday,VANDALISM NP,512 W HOWE ST,LB409,BPD,REPORT
B18-42868,10-17-18,22:29,October,Wednesday,DRUNK,155 E BURKS DR; GOLDEN LIVING CENTER,LB336,BPD,NO REPORT
B18-42878,10-17-18,23:27,October,Wednesday,NOISE,533 S LINCOLN ST,LB301,BPD,NO REPORT
B18-42884,10-18-18,00:16,October,Thursday,NOISE,612 S HENDERSON ST,LB301,BPD,NO REPORT
B18-42883,10-18-18,00:17,October,Thursday,DISTURBANCE IP,1307 W 3RD ST; VILLAGE PANTRY WEST,LB406,BPD,REPORT
B18-42886,10-18-18,01:01,October,Thursday,DRUNK,1215 W 13TH ST,LB517,BPD,NO REPORT
B18-42890,10-18-18,01:06,October,Thursday,NOISE,615 W 15TH ST;,LB518,BPD,NO REPORT
B18-42891,10-18-18,01:20,October,Thursday,NOISE,222 W KIRKWOOD AVE; APT 2,LB101,BPD,NO REPORT
B18-42894,10-18-18,01:40,October,Thursday,NOISE,525 E UNIVERSITY ST,LB301,BPD,NO REPORT
B18-42914,10-18-18,08:58,October,Thursday,DISTURBANCE IP,910 S PEACHTREE LN,LB414,BPD,REPORT
B18-42921,10-18-18,09:39,October,Thursday,DISTURBANCE NP,421 S COLLEGE AVE; PLANNED PARENTHOOD,LB103,BPD,NO REPORT
B18-42964,10-18-18,17:45,October,Thursday,VANDALISM IP,2020 S WALNUT ST; SONIC,LB422,BPD,NO REPORT
B18-42978,10-18-18,19:23,October,Thursday,NOISE,1280 N COLLEGE AVE;APT 306,LB519,BPD,NO REPORT
B18-42983,10-18-18,19:55,October,Thursday,NOISE,408 S HARVEY DR; APT1,LB402,BPD,NO REPORT
B18-42985,10-18-18,20:28,October,Thursday,NOISE,800 N GRANT ST,LB213,BPD,NO REPORT
B18-42993,10-18-18,22:03,October,Thursday,VANDALISM IP,E STATE ROAD 46 & S STATE ROAD 446,LB307,BPD,NO REPORT
B18-43005,10-18-18,22:30,October,Thursday,NOISE,384 S WASHINGTON ST,LB104,BPD,NO REPORT
B18-43003,10-18-18,22:40,October,Thursday,DRUNK,1307 W 3RD ST; VILLAGE PANTRY WEST,LB406,BPD,NO REPORT
B18-43002,10-18-18,22:40,October,Thursday,DISTURBANCE IP,2440 S HENDERSON ST; CRAWFORD APARTMENTS; U:,LB327,BPD,NO REPORT
B18-43006,10-18-18,22:41,October,Thursday,NOISE,115 N WASHINGTON ST,LB102,BPD,NO REPORT
B18-43019,10-18-18,23:48,October,Thursday,NOISE,115 N WASHINGTON ST; BAKED,LB102,BPD,NO REPORT
B18-43023,10-19-18,00:13,October,Friday,NOISE,2415 N HEADLEY RD,LB211,BPD,NO REPORT
B18-43025,10-19-18,00:28,October,Friday,NOISE,N GRANT ST & E 11TH ST,LB213,BPD,NO REPORT
B18-43027,10-19-18,00:34,October,Friday,NOISE,1002 E ATWATER AVE,LB302,BPD,NO REPORT
B18-43031,10-19-18,01:44,October,Friday,DISTURBANCE IP,309 N WALNUT ST; TACO BELL NORTH,LB101,BPD,NO REPORT
B18-43037,10-19-18,03:09,October,Friday,DISTURBANCE IP,309 N WALNUT ST; TACO BELL NORTH,LB101,BPD,REPORT
B18-43046,10-19-18,06:16,October,Friday,VANDALISM NP,2431 S BRYAN ST,LB422,BPD,NO REPORT
B18-43089,10-19-18,13:47,October,Friday,DRUNK,305 E WINSLOW RD; WINSLOW PLAZA,LB326,BPD,NO REPORT
B18-43091,10-19-18,14:07,October,Friday,DISTURBANCE NP,303 E KIRKWOOD AVE; MONROE COUNTY PUBLIC LIBRARY,LB102,BPD,NO REPORT
B18-43093,10-19-18,14:09,October,Friday,DISTURBANCE IP,703 W GOURLEY PIKE; APT 202,LB513,BPD,NO REPORT
B18-43096,10-19-18,14:24,October,Friday,DRUNK,607 W DUNCAN DR,LB420,BPD,NO REPORT
B18-43124,10-19-18,17:03,October,Friday,DISTURBANCE IP,2658 E 3RD ST; CIRCLE K SHELL GAS 3RD AND COLLEGE MALL,LB305,BPD,NO REPORT
B18-43178,10-19-18,21:25,October,Friday,NOISE,2446 S HENDERSON ST;APT 421,LB327,BPD,NO REPORT
B18-43176,10-19-18,22:06,October,Friday,DRUNK,528 S COLLEGE AVE; KROGER SEMINARY SQUARE,LB410,BPD,NO REPORT
B18-43188,10-19-18,23:26,October,Friday,NOISE,701 E 17TH ST; MEMORIAL STADIUM,LIU07,BPD,NO REPORT
B18-43190,10-19-18,23:41,October,Friday,ALCOHOL RELATED,430 E KIRKWOOD AVE; UPSTAIRS PUB,LB104,BPD,NO REPORT
B18-43194,10-19-18,23:48,October,Friday,NOISE,1616 S HENDERSON ST; REGENCY COURT APARTMENTS; APT 504,LB315,BPD,NO REPORT
B18-43198,10-20-18,00:10,October,Saturday,NOISE,515 E 11TH ST; WOODSTONE APARTMENTS; APT 5,LB214,BPD,NO REPORT
B18-43201,10-20-18,00:54,October,Saturday,NOISE,1150 S CLARIZZ BLVD,LB310,BPD,NO REPORT
B18-43203,10-20-18,01:11,October,Saturday,DISTURBANCE IP,422 E KIRKWOOD AVE,LB104,BPD,REPORT
B18-43202,10-20-18,01:11,October,Saturday,DISTURBANCE IP,345 S COLLEGE AVE; APT 203,LB103,BPD,NO REPORT
B18-43204,10-20-18,01:17,October,Saturday,DISTURBANCE IP,430 N WASHINGTON ST; SHOWERS INN BED AND BREAKFAST; RM 103,LB102,BPD,REPORT
B18-43207,10-20-18,01:36,October,Saturday,DRUNK,N LINCOLN ST & E 8TH ST,LB102,BPD,NO REPORT
B18-43209,10-20-18,01:55,October,Saturday,NOISE,N PARK AVE & E 10TH ST,LIU14,BPD,NO REPORT
B18-43218,10-20-18,02:44,October,Saturday,DISTURBANCE IP,1020 W 7TH ST,LB520,BPD,REPORT
B18-43219,10-20-18,02:44,October,Saturday,NOISE,1249 S BASSWOOD CIR,LB415,BPD,NO REPORT
B18-43221,10-20-18,03:16,October,Saturday,NOISE,1410 W 15TH ST,LB517,BPD,NO REPORT
B18-43228,10-20-18,08:53,October,Saturday,VANDALISM NP,1408 S HENDERSON ST,LB314,BPD,REPORT
B18-43230,10-20-18,09:22,October,Saturday,VANDALISM NP,1412 S HENDERSON ST,LB314,BPD,REPORT
B18-43245,10-20-18,11:18,October,Saturday,NOISE,1600 N WILLIS DR; LOT 102,LB513,BPD,NO REPORT
B18-43247,10-20-18,11:27,October,Saturday,NOISE,1000 E ATWATER AVE,LB302,BPD,NO REPORT
B18-43248,10-20-18,11:39,October,Saturday,DISTURBANCE IP,508 N ADAMS ST ; APT A,LB521,BPD,NO REPORT
B18-43254,10-20-18,12:03,October,Saturday,NOISE,N WALNUT ST & E 10TH ST,LB102,BPD,NO REPORT
B18-43259,10-20-18,12:54,October,Saturday,DISTURBANCE IP,101 S CURRY PIKE; APT 14,LB524,BPD,NO REPORT
B18-43270,10-20-18,14:50,October,Saturday,DISTURBANCE IP,502 E KIRKWOOD AVE; KILROYS KIRKWOOD,LB104,BPD,NO REPORT
B18-43281,10-20-18,15:54,October,Saturday,NOISE,1280 N COLLEGE AVE; APT 306,LB519,BPD,NO REPORT
B18-43297,10-20-18,16:41,October,Saturday,VANDALISM NP,3853 S LAUREL CT,LB335,BPD,NO REPORT
B18-43287,10-20-18,16:50,October,Saturday,DRUNK,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,NO REPORT
B18-43289,10-20-18,16:56,October,Saturday,DRUNK,3620 W 3RD ST; BIG LOTS PARKING LOT,LB524,BPD,REPORT
B18-43307,10-20-18,18:00,October,Saturday,NOISE,S PATTERSON DR & W 3RD ST,LB406,BPD,NO REPORT
B18-43312,10-20-18,18:55,October,Saturday,DISTURBANCE IP,S WOODSCREST DR & E 3RD ST,LB304,BPD,NO REPORT
B18-43324,10-20-18,20:16,October,Saturday,DISTURBANCE IP,1919 S WALNUT ST; MCDONALDS SOUTH,LB315,BPD,NO REPORT
B18-43342,10-20-18,22:25,October,Saturday,NOISE,308 W RILEY DR; APT H9,LB512,BPD,NO REPORT
B18-43345,10-20-18,23:13,October,Saturday,NOISE,1400 E 3RD ST,LB303,BPD,NO REPORT
B18-43349,10-20-18,23:52,October,Saturday,VANDALISM IP,309 E 6TH ST,LB102,BPD,REPORT
B18-43363,10-21-18,00:56,October,Sunday,NOISE,435 W AMARYLLIS DR,LB513,BPD,NO REPORT
B18-43360,10-21-18,01:01,October,Sunday,DISTURBANCE IP,319 N WALNUT ST; KILROYS SPORTS BAR,LB101,BPD,NO REPORT
B18-43362,10-21-18,01:13,October,Sunday,NOISE,1442 N KINSER PIKE;APT D2,LB512,BPD,NO REPORT
B18-43368,10-21-18,01:57,October,Sunday,DISTURBANCE IP,207 S COLLEGE AVE; THE BACK DOOR,LB103,BPD,REPORT
B18-43369,10-21-18,02:03,October,Sunday,NOISE,1442 N KINSER PIKE; APT D2,LB512,BPD,NO REPORT
B18-43370,10-21-18,02:14,October,Sunday,NOISE,1332 N WASHINGTON ST,LB212,BPD,NO REPORT
B18-43373,10-21-18,03:04,October,Sunday,NOISE,N LINCOLN ST & E 17TH ST,LB212,BPD,NO REPORT
B18-43378,10-21-18,04:22,October,Sunday,VANDALISM IP,S GRANT ST & E 4TH ST,LB104,BPD,NO REPORT
B18-43411,10-21-18,12:57,October,Sunday,NOISE,100 E MILLER DR; APT 48,LB315,BPD,NO REPORT
B18-43412,10-21-18,13:24,October,Sunday,DISTURBANCE IP,201 W 17TH ST; CIRCLE K GAS 17TH AND COLLEGE,LB519,BPD,NO REPORT
B18-43429,10-21-18,16:44,October,Sunday,VANDALISM NP,674 S COLLEGE AVE,LB410,BPD,REPORT
B18-43442,10-21-18,18:43,October,Sunday,DISTURBANCE IP,2607 N WALNUT ST,LB511,BPD,REPORT
B18-43461,10-21-18,21:28,October,Sunday,PANHANDLING,430 E KIRKWOOD AVE; Z&C SUSHI,LB104,BPD,NO REPORT
B18-43479,10-22-18,00:45,October,Monday,NOISE,3277 S WALNUT SPRINGS DR,LB336,BPD,NO REPORT
B18-43485,10-22-18,02:26,October,Monday,NOISE,3277 S WALNUT SPRINGS DR,LB336,BPD,NO REPORT
B18-43512,10-22-18,10:13,October,Monday,VANDALISM NP,709 S ANITA ST,LB303,BPD,REPORT
B18-43514,10-22-18,10:20,October,Monday,DRUNK,S CURRY PIKE & W 3RD ST,LB402,BPD,NO REPORT
B18-43552,10-22-18,15:26,October,Monday,DISTURBANCE IP,115 E 2ND ST,LB104,BPD,NO REPORT
B18-43575,10-22-18,19:44,October,Monday,VANDALISM NP,2300 E CANADA DR; OLCOTT PARK,LB334,BPD,REPORT
B18-43595,10-22-18,22:22,October,Monday,NOISE,112 W 6TH ST,LB101,BPD,NO REPORT
B18-43599,10-22-18,22:55,October,Monday,NOISE,111 S ROGERS ST,LB103,BPD,NO REPORT
B18-43623,10-23-18,03:19,October,Tuesday,NOISE,2446 S HENDERSON ST; APT 421,LB327,BPD,NO REPORT
B18-43624,10-23-18,04:06,October,Tuesday,NOISE,N DUNN ST & E 16TH ST,LB214,BPD,NO REPORT
B18-43635,10-23-18,08:19,October,Tuesday,VANDALISM IP,645 S ROGERS ST; CENTERSTONE EAST 1,LB409,BPD,REPORT
B18-43640,10-23-18,08:44,October,Tuesday,DISTURBANCE IP,518 E 2ND ST,LB301,BPD,NO REPORT
B18-43678,10-23-18,15:08,October,Tuesday,DISTURBANCE IP,312 S WILMINGTON CT,LB305,BPD,NO REPORT
B18-43702,10-23-18,17:53,October,Tuesday,DISTURBANCE IP,1800 N WALNUT ST; MOTEL 6,LB212,BPD,NO REPORT
B18-43735,10-23-18,20:02,October,Tuesday,NOISE,555 S PARK RIDGE RD; BLDG 12,LB307,BPD,NO REPORT
B18-43742,10-23-18,23:06,October,Tuesday,DRUNK,3477 W 3RD ST; PLANET FITNESS,LB403,BPD,NO REPORT
B18-43745,10-23-18,23:47,October,Tuesday,NOISE,W WYLIE ST & W 1ST ST,LB409,BPD,NO REPORT
B18-43752,10-24-18,00:17,October,Wednesday,NOISE,1150 S CLARIZZ BLVD; APT P361,LB310,BPD,NO REPORT
B18-43756,10-24-18,01:19,October,Wednesday,NOISE,1616 S HENDERSON ST;APT 103,LB315,BPD,NO REPORT
B18-43775,10-24-18,07:52,October,Wednesday,VANDALISM NP,1912 S MONTCLAIR AVE,LB318,BPD,REPORT
B18-43772,10-24-18,08:06,October,Wednesday,DISTURBANCE IP,1600 N WILLIS DR; LOT 4,LB513,BPD,NO REPORT
B18-43785,10-24-18,10:28,October,Wednesday,VANDALISM NP,1800 N WALNUT ST; MOTEL 6,LB212,BPD,REPORT
B18-43818,10-24-18,15:56,October,Wednesday,VANDALISM NP,200 S MADISON ST; BICYCLE APARTMENTS; C116,LB103,BPD,NO REPORT
B18-43824,10-24-18,16:41,October,Wednesday,DISTURBANCE IP,1100 W ALLEN ST; MOTHER HUBBARDS CUPBOARD; MOTHER HUBBARDS,LB412,BPD,NO REPORT
B18-43827,10-24-18,17:04,October,Wednesday,DISTURBANCE IP,311 S MULLER PKWY,LB405,BPD,NO REPORT
B18-43839,10-24-18,18:16,October,Wednesday,DISTURBANCE IP,406 E 6TH ST ; BOX CAR BOOKS,LB102,BPD,NO REPORT
B18-43841,10-24-18,18:38,October,Wednesday,NOISE,100 S PETE ELLIS DR; APT 7,LB221,BPD,NO REPORT
B18-43849,10-24-18,19:38,October,Wednesday,NOISE,120 S ROOSEVELT ST,LB222,BPD,NO REPORT
B18-43871,10-24-18,23:04,October,Wednesday,NOISE,531 W HOOSIER COURT AVE,LB513,BPD,NO REPORT
B18-43872,10-24-18,23:28,October,Wednesday,NOISE,802 E 8TH ST,LB215,BPD,NO REPORT
B18-43878,10-25-18,00:16,October,Thursday,NOISE,525 W HOOSIER COURT AVE,LB513,BPD,NO REPORT
B18-43887,10-25-18,03:00,October,Thursday,NOISE,3007 S ACADIA CT,LB329,BPD,NO REPORT
B18-43925,10-25-18,12:59,October,Thursday,DRUNK,301 S WALNUT ST; DOWNTOWN TRANSIT CENTER,LB104,BPD,NO REPORT
B18-43931,10-25-18,14:11,October,Thursday,DISTURBANCE IP,N ROGERS ST & W 7TH ST,LB101,BPD,NO REPORT
B18-43991,10-25-18,19:51,October,Thursday,NOISE,524 N COLLEGE AVE; APT 302,LB101,BPD,NO REPORT
B18-43992,10-25-18,20:09,October,Thursday,VANDALISM IP,2813 E 3RD ST; BARNES AND NOBLE,LB221,BPD,NO REPORT
B18-44000,10-25-18,21:05,October,Thursday,DISTURBANCE IP,1203 W 12TH ST,LB517,BPD,NO REPORT
B18-44005,10-25-18,21:39,October,Thursday,NOISE,S WASHINGTON ST & E SMITH AVE,LB104,BPD,NO REPORT
B18-44023,10-25-18,23:56,October,Thursday,NOISE,419 W HOOSIER COURT AVE,LB513,BPD,NO REPORT
B18-44025,10-25-18,23:58,October,Thursday,DISTURBANCE IP,400 S OPPORTUNITY LN; WHEELER MISSION,LB404,BPD,NO REPORT
B18-44027,10-26-18,00:00,October,Friday,NOISE,525 S PATTERSON DR; BLDG 6,LB406,BPD,NO REPORT
B18-44033,10-26-18,00:18,October,Friday,NOISE,510 S MULLER PKWY; APT 1013,LB404,BPD,NO REPORT
B18-44032,10-26-18,00:20,October,Friday,NOISE,1150 S CLARIZZ BLVD; THE MONROE APTS BLDG G APT 125,LB310,BPD,NO REPORT
B18-44035,10-26-18,00:45,October,Friday,DISTURBANCE IP,309 N WALNUT ST; TACO BELL NORTH,LB101,BPD,REPORT
B18-44039,10-26-18,01:16,October,Friday,DRUNK,S GRANT ST & E 3RD ST,LB104,BPD,NO REPORT
B18-44044,10-26-18,02:10,October,Friday,NOISE,2667 E 7TH ST; APT D,LB221,BPD,NO REPORT
B18-44056,10-26-18,04:31,October,Friday,DRUNK,3021 E 3RD ST; SPEEDWAY EAST,LB221,BPD,NO REPORT
B18-44060,10-26-18,06:35,October,Friday,DRUNK,455 N COLLEGE AVE; APT 5103,LB101,BPD,REPORT
B18-44063,10-26-18,06:51,October,Friday,VANDALISM NP,1175 S COLLEGE MALL RD; 2300 N WALNUT ST,LB310,BPD,NO REPORT
B18-44078,10-26-18,09:38,October,Friday,DISTURBANCE IP,W TAPP RD EXIT FROM I69 SB,LMS27,BPD,NO REPORT
B18-44089,10-26-18,10:55,October,Friday,VANDALISM NP,401 E COTTAGE GROVE AVE,LB213,BPD,REPORT
B18-44113,10-26-18,14:19,October,Friday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; OUTSIDE B BLDG,LB336,BPD,NO REPORT
B18-44145,10-26-18,18:43,October,Friday,NOISE,444 E 3RD ST; APT 201,LB104,BPD,NO REPORT
B18-44146,10-26-18,19:02,October,Friday,NOISE,524 N COLLEGE AVE; APT 302,LB101,BPD,NO REPORT
B18-44167,10-26-18,22:03,October,Friday,ALCOHOL RELATED,1408 W 12TH ST,LB517,BPD,NO REPORT
B18-44170,10-26-18,22:23,October,Friday,DRUNK,S WALNUT ST & S WALNUT STREET PIKE,LB422,BPD,NO REPORT
B18-44173,10-26-18,22:28,October,Friday,NOISE,507 S FESS AVE,LB302,BPD,NO REPORT
B18-44181,10-26-18,22:49,October,Friday,NOISE,2400 E 8TH ST,LB222,BPD,NO REPORT
B18-44179,10-26-18,22:51,October,Friday,NOISE,1919 N COLLEGE AVE;  BLDG H UNIT 5,LB512,BPD,NO REPORT
B18-44187,10-26-18,22:58,October,Friday,NOISE,505 S MULLER PKWY; APT 504,LB404,BPD,NO REPORT
B18-44178,10-26-18,23:03,October,Friday,DISTURBANCE NP,3100 S WALNUT STREET PIKE; APT B116,LB336,BPD,REPORT
B18-44183,10-26-18,23:05,October,Friday,NOISE,615 W 15TH ST; APT 12,LB518,BPD,NO REPORT
B18-44180,10-26-18,23:08,October,Friday,NOISE,710 N MORTON ST; THE PARK ON MORTON OFFICE,LB519,BPD,NO REPORT
B18-44188,10-26-18,23:31,October,Friday,DISTURBANCE IP,E 19TH ST & N WASHINGTON ST,LB212,BPD,REPORT
B18-44189,10-26-18,23:34,October,Friday,NOISE,312 W 15TH ST,LB519,BPD,NO REPORT
B18-44195,10-26-18,23:37,October,Friday,NOISE,N GRANT ST & E 11TH ST,LB213,BPD,NO REPORT
B18-44198,10-26-18,23:58,October,Friday,NOISE,250 S WASHINGTON ST,LB104,BPD,NO REPORT
B18-44206,10-27-18,00:14,October,Saturday,NOISE,1002 E ATWATER AVE,LB302,BPD,NO REPORT
B18-44201,10-27-18,00:39,October,Saturday,DISTURBANCE IP,E 19TH ST & N WASHINGTON ST,LB212,BPD,NO REPORT
B18-44207,10-27-18,00:46,October,Saturday,NOISE,N WASHINGTON ST & E 8TH ST,LB102,BPD,NO REPORT
B18-44219,10-27-18,00:54,October,Saturday,NOISE,253 E VARSITY LN,LB212,BPD,NO REPORT
B18-44205,10-27-18,00:55,October,Saturday,VANDALISM IP,216 N WALNUT ST; BLUEBIRD NIGHTCLUB,LB102,BPD,NO REPORT
B18-44214,10-27-18,01:05,October,Saturday,NOISE,S EASTSIDE DR & E 3RD ST,LB303,BPD,NO REPORT
B18-44218,10-27-18,01:13,October,Saturday,NOISE,415 S BALLANTINE RD,LB302,BPD,NO REPORT
B18-44209,10-27-18,01:15,October,Saturday,DISTURBANCE IP,502 E KIRKWOOD AVE; KILROYS KIRKWOOD,LB104,BPD,NO REPORT
B18-44217,10-27-18,01:18,October,Saturday,NOISE,250 S WASHINGTON ST,LB104,BPD,NO REPORT
B18-44221,10-27-18,01:26,October,Saturday,NOISE,N GRANT ST & E 11TH ST,LB213,BPD,NO REPORT
B18-44220,10-27-18,02:06,October,Saturday,DRUNK,212 N MORTON ST,LB101,BPD,NO REPORT
B18-44227,10-27-18,03:37,October,Saturday,NOISE,620 S LINCOLN ST,LB301,BPD,NO REPORT
B18-44259,10-27-18,12:46,October,Saturday,NOISE,100 E MILLER DR; APT 48,LB315,BPD,NO REPORT
B18-44297,10-27-18,16:52,October,Saturday,NOISE,4023 W 3RD ST; CLOVERLEAF,LB402,BPD,NO REPORT
B18-44304,10-27-18,17:49,October,Saturday,NOISE,384 S WASHINGTON ST,LB104,BPD,NO REPORT
B18-44306,10-27-18,18:07,October,Saturday,NOISE,100 E MILLER DR; APT 69,LB315,BPD,NO REPORT
B18-44322,10-27-18,19:14,October,Saturday,NOISE,3315 E LONGVIEW AVE; APT 61,LB221,BPD,NO REPORT
B18-44321,10-27-18,19:20,October,Saturday,DISTURBANCE IP,3287 W 3RD ST; GAME WORLD,LB403,BPD,NO REPORT
