Incident,Date Reported,Time Reported,Month Reported,Day of Week,Nature,Incident address,Area,Agency,Report/No Report
B18-28980,07-20-18,01:42,July,Friday,NOISE,131 N HILLSDALE DR,LB222,BPD,NO REPORT
B18-29043,07-20-18,14:30,July,Friday,DISTURBANCE IP,2446 S HENDERSON ST; CRAWFORD APARTMENTS 2,LB327,BPD,NO REPORT
B18-29110,07-20-18,21:17,July,Friday,DRUNK,1919 S WALNUT ST; MCDONALDS SOUTH,LB315,BPD,NO REPORT
B18-29129,07-20-18,23:02,July,Friday,NOISE,923 N MONROE ST,LB517,BPD,NO REPORT
B18-29132,07-20-18,23:36,July,Friday,DISTURBANCE IP,619 W HOWE ST; BUILDING TRADES PARK,LB409,BPD,NO REPORT
B18-29142,07-21-18,02:04,July,Saturday,NOISE,1351 W ALLEN ST; apt 21,LB413,BPD,NO REPORT
B18-29150,07-21-18,04:26,July,Saturday,DRUNK,2446 S HENDERSON ST; CRAWFORD APARTMENTS 2,LB327,BPD,NO REPORT
B18-29154,07-21-18,05:44,July,Saturday,NOISE,1408 W ILLINOIS CT,LB517,BPD,NO REPORT
B18-29164,07-21-18,09:13,July,Saturday,NOISE,N MORTON ST & W 7TH ST,LB101,BPD,NO REPORT
B18-29180,07-21-18,11:34,July,Saturday,DISTURBANCE IP,917 S COLLEGE MALL RD; CRICKET WIRELESS,LB310,BPD,NO REPORT
B18-29179,07-21-18,11:36,July,Saturday,DISTURBANCE IP,215 S WESTPLEX AVE; WHEELER MISSION MINISTRIES,LB521,BPD,REPORT
B18-29183,07-21-18,12:00,July,Saturday,DISTURBANCE IP,620 S WALNUT ST; SHALOM CENTER,LB410,BPD,NO REPORT
B18-29189,07-21-18,13:10,July,Saturday,DRUNK,222 N WALNUT ST; ROCKITS FAMOUS PIZZA,LB102,BPD,NO REPORT
B18-29190,07-21-18,13:19,July,Saturday,DISTURBANCE IP,411 N HILLSDALE DR,LB222,BPD,NO REPORT
B18-29225,07-21-18,17:38,July,Saturday,NOISE,3315 E LONGVIEW AVE; APT 61,LB221,BPD,NO REPORT
B18-29232,07-21-18,19:05,July,Saturday,DRUNK,1602 S WALNUT ST; FAST MAX,LB421,BPD,NO REPORT
B18-29236,07-21-18,19:31,July,Saturday,DRUNK,1602 S WALNUT ST; FAST MAX,LB421,BPD,REPORT
B18-29241,07-21-18,20:50,July,Saturday,NOISE,3315 E LONGVIEW AVE; APT 61,LB221,BPD,NO REPORT
B18-29243,07-21-18,21:17,July,Saturday,DISTURBANCE IP,3207 E 3RD ST; BIG RED LIQUORS E 3RD ST,LB221,BPD,NO REPORT
B18-29255,07-21-18,23:02,July,Saturday,DISTURBANCE IP,3425 S BURKS CT,LB336,BPD,NO REPORT
B18-29258,07-21-18,23:07,July,Saturday,DRUNK,223 S PETE ELLIS DR; WILLIAMSBURG VILLAGE,LB221,BPD,NO REPORT
B18-29275,07-22-18,01:03,July,Sunday,NOISE,525 S PATTERSON DR; POOL AREA,LB406,BPD,NO REPORT
B18-29357,07-22-18,19:10,July,Sunday,NOISE,1351 W ALLEN ST; APT 11,LB413,BPD,NO REPORT
B18-29359,07-22-18,20:11,July,Sunday,DRUNK,N COLLEGE AVE & W 7TH ST,LB101,BPD,NO REPORT
B18-29375,07-22-18,21:59,July,Sunday,NOISE,1351 W ALLEN ST,LB413,BPD,NO REPORT
B18-29406,07-23-18,06:43,July,Monday,DISTURBANCE IP,E 2ND ST & S LINCOLN ST,LB301,BPD,NO REPORT
B18-29428,07-23-18,10:48,July,Monday,VANDALISM NP,1008 S ROGERS ST; HOOSIER HEIGHTS,LB412,BPD,NO REPORT
B18-29444,07-23-18,14:10,July,Monday,DISTURBANCE IP,3411 N VALLEYVIEW DR,LB507,BPD,NO REPORT
B18-29447,07-23-18,14:29,July,Monday,PANHANDLING,S WALNUT ST & E WINSLOW RD,LB422,BPD,NO REPORT
B18-29454,07-23-18,15:13,July,Monday,DISTURBANCE IP,2920 S MCINTIRE DR,LB429,BPD,NO REPORT
B18-29456,07-23-18,15:16,July,Monday,NOISE,3100 S WALNUT STREET PIKE; B132,LB336,BPD,NO REPORT
B18-29460,07-23-18,15:53,July,Monday,DISTURBANCE IP,101 W 2ND ST; SEMINARY PARK,LB410,BPD,NO REPORT
B18-29491,07-23-18,19:18,July,Monday,DISTURBANCE IP,1717 W 3RD ST; DCS,LB405,BPD,NO REPORT
B18-29507,07-23-18,20:23,July,Monday,NOISE,N JACKSON ST & W 16TH ST,LB518,BPD,NO REPORT
B18-29518,07-23-18,22:08,July,Monday,NOISE,515 W 16TH ST,LB518,BPD,NO REPORT
B18-29532,07-23-18,23:08,July,Monday,NOISE,515 W 16TH ST,LB518,BPD,NO REPORT
B18-29529,07-23-18,23:10,July,Monday,DISTURBANCE IP,2446 S HENDERSON ST; CRAWFORD APARTMENTS 2,LB327,BPD,NO REPORT
B18-29541,07-24-18,01:09,July,Tuesday,DISTURBANCE IP,S PATTERSON DR & W ALLEN ST,LB412,BPD,NO REPORT
B18-29551,07-24-18,03:31,July,Tuesday,DISTURBANCE IP,227 W DODDS ST; STORAGE EXPRESS,LB411,BPD,REPORT
B18-29553,07-24-18,03:44,July,Tuesday,VANDALISM NP,3300 S ODELL DR,LB336,BPD,REPORT
B18-29597,07-24-18,11:10,July,Tuesday,VANDALISM NP,319 N FAIRVIEW ST,LB520,BPD,REPORT
B18-29601,07-24-18,11:14,July,Tuesday,VANDALISM NP,827 W 7TH ST,LB520,BPD,NO REPORT
B18-29584,07-24-18,11:17,July,Tuesday,DISTURBANCE IP,1527 W ARLINGTON RD,LB514,BPD,REPORT
B18-29587,07-24-18,11:50,July,Tuesday,DRUNK,1620 W 3RD ST,LB521,BPD,NO REPORT
B18-29591,07-24-18,12:34,July,Tuesday,PANHANDLING,S FRANKLIN RD & W 3RD ST,LB404,BPD,NO REPORT
B18-29614,07-24-18,13:01,July,Tuesday,VANDALISM NP,703 W GOURLEY PIKE,LB513,BPD,REPORT
B18-29612,07-24-18,14:10,July,Tuesday,VANDALISM NP,3512 E COVENANTER DR; THE FIELDS,LB310,BPD,REPORT
B18-29608,07-24-18,14:16,July,Tuesday,DISTURBANCE IP,2429 E CANADA DR,LB334,BPD,NO REPORT
B18-29610,07-24-18,14:20,July,Tuesday,DRUNK,2446 S HENDERSON ST; CRAWFORD APARTMENTS 2; LOBBY,LB327,BPD,NO REPORT
B18-29613,07-24-18,14:27,July,Tuesday,VANDALISM NP,1032 S SUGAR MAPLE CIR,LB401,BPD,REPORT
B18-29622,07-24-18,16:09,July,Tuesday,VANDALISM NP,535 S WALNUT ST; ARBYS SOUTH,LB301,BPD,REPORT
B18-29621,07-24-18,16:14,July,Tuesday,DRUNK,3100 S WALNUT STREET PIKE; A BUILDING,LB336,BPD,NO REPORT
B18-29630,07-24-18,16:46,July,Tuesday,DRUNK,719 W 17TH ST; CITY GLASS AND PAINT INC,LB518,BPD,NO REPORT
B18-29664,07-24-18,20:00,July,Tuesday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT 22,LB336,BPD,NO REPORT
B18-29688,07-24-18,22:30,July,Tuesday,DISTURBANCE IP,1136 W 17TH ST,LB513,BPD,NO REPORT
B18-29699,07-24-18,23:18,July,Tuesday,VANDALISM NP,319 N FAIRVIEW ST,LB520,BPD,REPORT
B18-29716,07-25-18,00:18,July,Wednesday,NOISE,1119 S PAPER BIRCH CT,LB401,BPD,NO REPORT
B18-29723,07-25-18,02:16,July,Wednesday,DISTURBANCE IP,2327 S BRANDON CT,LB326,BPD,NO REPORT
B18-29727,07-25-18,02:36,July,Wednesday,DISTURBANCE IP,1600 N WILLIS DR; LOT 224,LB513,BPD,NO REPORT
B18-29763,07-25-18,11:07,July,Wednesday,DISTURBANCE IP,503 W KIRKWOOD AVE; CIRCLE K GAS KIRKWOOD AND ROGERS,LB408,BPD,REPORT
B18-29768,07-25-18,12:03,July,Wednesday,DRUNK,S WALNUT STREET PIKE & E WINSLOW RD,LB327,BPD,REPORT
B18-29829,07-25-18,19:07,July,Wednesday,DISTURBANCE IP,102 E KIRKWOOD AVE; THE UPTOWN CAFE,LB104,BPD,NO REPORT
B18-29844,07-25-18,21:35,July,Wednesday,DISTURBANCE IP,3203 S MARKET PL; APT G6,LB428,BPD,NO REPORT
B18-29843,07-25-18,21:38,July,Wednesday,DISTURBANCE IP,S HENDERSON ST & E HILLSIDE DR,LB314,BPD,NO REPORT
B18-29855,07-25-18,23:09,July,Wednesday,DISTURBANCE IP,2500 S ROCKPORT RD; APT 704,LB424,BPD,NO REPORT
B18-29871,07-26-18,00:01,July,Thursday,NOISE,318 S WILMINGTON CT,LB305,BPD,NO REPORT
B18-29882,07-26-18,02:14,July,Thursday,NOISE,318 S WILMINGTON CT,LB305,BPD,NO REPORT
B18-29904,07-26-18,11:48,July,Thursday,DISTURBANCE IP,102 E KIRKWOOD AVE,LB104,BPD,NO REPORT
B18-29915,07-26-18,12:51,July,Thursday,VANDALISM NP,719 W 7TH ST,LB520,BPD,REPORT
B18-29916,07-26-18,12:59,July,Thursday,DRUNK,3100 S WALNUT STREET PIKE; APT B124,LB336,BPD,NO REPORT
B18-29918,07-26-18,13:17,July,Thursday,DISTURBANCE IP,411 E SOUTHERN DR; APT 9  SOUTHERN VALLEY APARTMENTS,LB315,BPD,NO REPORT
B18-29922,07-26-18,14:21,July,Thursday,DISTURBANCE NP,3811 E MORNINGSIDE DR; APT 49,LB220,BPD,NO REPORT
B18-29965,07-26-18,19:21,July,Thursday,PANHANDLING,102 E KIRKWOOD AVE; THE UPTOWN CAFE,LB104,BPD,REPORT
B18-29982,07-26-18,21:44,July,Thursday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; apt b120,LB336,BPD,NO REPORT
B18-30001,07-27-18,00:39,July,Friday,DISTURBANCE IP,416 W NORTHLANE DR,LB513,BPD,NO REPORT
B18-30006,07-27-18,01:32,July,Friday,DISTURBANCE IP,N WALNUT ST & E 7TH ST,LB102,BPD,REPORT
B18-30012,07-27-18,02:19,July,Friday,NOISE,3115 E STRATUM WAY,LB310,BPD,NO REPORT
B18-30018,07-27-18,03:22,July,Friday,DISTURBANCE IP,1919 S WALNUT ST; MCDONALDS SOUTH,LB315,BPD,NO REPORT
B18-30047,07-27-18,11:12,July,Friday,DISTURBANCE IP,542 S WALNUT ST; BLOOMINGTON CAR WASH,LB410,BPD,NO REPORT
B18-30065,07-27-18,13:57,July,Friday,DISTURBANCE IP,1420 N ARLINGTON PARK DR,LB514,BPD,NO REPORT
B18-30081,07-27-18,15:15,July,Friday,DISTURBANCE IP,645 S ROGERS ST; CENTERSTONE EAST 1,LB409,BPD,REPORT
B18-30120,07-27-18,20:59,July,Friday,DISTURBANCE IP,1722 N WALNUT ST; AMERICAS BEST VALUE INN,LB212,BPD,REPORT
B18-30134,07-27-18,22:21,July,Friday,NOISE,2568 E 3RD ST; DOLLAR TREE EASTLAND PLAZA,LB304,BPD,NO REPORT
B18-30132,07-27-18,22:23,July,Friday,NOISE,960 E HILLSIDE DR; WOODLAWN CROSSING,LB316,BPD,NO REPORT
B18-30128,07-27-18,22:26,July,Friday,DRUNK,S STATE ROAD 37 RAMP & W 3RD ST,LB524,BPD,NO REPORT
B18-30131,07-27-18,22:40,July,Friday,NOISE,804 W HOWE ST,LB409,BPD,NO REPORT
B18-30138,07-27-18,23:31,July,Friday,DISTURBANCE IP,2384 S WINSLOW CT,LB326,BPD,REPORT
B18-30143,07-27-18,23:34,July,Friday,NOISE,837 E SHERWOOD HILLS DR,LB329,BPD,NO REPORT
B18-30153,07-28-18,06:36,July,Saturday,DISTURBANCE IP,601 W 2ND ST; IU HEALTH BLOOMINGTON HOSPITAL,LB409,BPD,REPORT
B18-30192,07-28-18,13:22,July,Saturday,NOISE,1515 S DORCHESTER DR,LB317,BPD,NO REPORT
B18-30205,07-28-18,14:59,July,Saturday,VANDALISM NP,2036 N WALNUT ST; APT E12,LB212,BPD,REPORT
B18-30223,07-28-18,17:19,July,Saturday,PANHANDLING,S WALNUT STREET PIKE & E WINSLOW RD,LB328,BPD,NO REPORT
B18-30228,07-28-18,18:06,July,Saturday,NOISE,322 E KIRKWOOD AVE,LB104,BPD,NO REPORT
B18-30236,07-28-18,19:05,July,Saturday,DISTURBANCE IP,2520 S ROCKPORT RD; APT 101,LB424,BPD,REPORT
B18-30255,07-28-18,21:08,July,Saturday,DISTURBANCE IP,405 W PATTERSON DR; SWEET GRASS RESTAURANT; SPC 2,LB412,BPD,NO REPORT
B18-30268,07-28-18,21:12,July,Saturday,NOISE,S HIGHLAND AVE & E AZALEA LN,LB317,BPD,NO REPORT
B18-30266,07-28-18,21:18,July,Saturday,NOISE,1501 E HILLSIDE DR; TARZIAN ESTATE,LB312,BPD,NO REPORT
B18-30257,07-28-18,21:36,July,Saturday,DISTURBANCE IP,1722 N WALNUT ST; AMERICAS BEST VALUE INN,LB212,BPD,NO REPORT
B18-30264,07-28-18,21:42,July,Saturday,NOISE,816 E UNIVERSITY ST,LB302,BPD,NO REPORT
B18-30273,07-28-18,21:47,July,Saturday,VANDALISM NP,2036 N WALNUT ST; APT D11,LB212,BPD,REPORT
B18-30269,07-28-18,22:33,July,Saturday,NOISE,1501 E HILLSIDE DR; TARZIAN ESTATE,LB312,BPD,NO REPORT
B18-30270,07-28-18,22:41,July,Saturday,NOISE,2004 S GROVESNOR PL,LB317,BPD,NO REPORT
B18-30277,07-28-18,23:01,July,Saturday,NOISE,318 S WILMINGTON CT,LB305,BPD,REPORT
B18-30276,07-28-18,23:11,July,Saturday,DISTURBANCE IP,S ROGERS ST & W WILSON ST,LB412,BPD,NO REPORT
B18-30281,07-29-18,00:09,July,Sunday,DISTURBANCE IP,1919 N COLLEGE AVE; STEAK N SHAKE NORTH,LB512,BPD,NO REPORT
B18-30284,07-29-18,00:18,July,Sunday,NOISE,317 E 16TH ST,LB213,BPD,NO REPORT
B18-30285,07-29-18,00:24,July,Sunday,DISTURBANCE IP,1933 S CURRY PIKE; HIGHLAND LOUNGE,LB416,BPD,NO REPORT
B18-30297,07-29-18,02:35,July,Sunday,DISTURBANCE IP,3300 S ODELL DR; APT 5,LB336,BPD,NO REPORT
B18-30306,07-29-18,03:43,July,Sunday,NOISE,2300 S MILTON DR,LB423,BPD,NO REPORT
B18-30307,07-29-18,04:20,July,Sunday,DISTURBANCE IP,1600 N WILLIS DR; LOT 117,LB513,BPD,REPORT
B18-30311,07-29-18,06:09,July,Sunday,DISTURBANCE IP,275 E WINSLOW RD; VILLAGE PANTRY SOUTH,LB327,BPD,NO REPORT
B18-30325,07-29-18,09:22,July,Sunday,DISTURBANCE IP,308 E 20TH ST; APT 4,LB212,BPD,REPORT
B18-30332,07-29-18,10:24,July,Sunday,VANDALISM NP,310 W 12TH ST; THE PARK ON MORTON; APT 3401,LB519,BPD,NO REPORT
B18-30335,07-29-18,11:19,July,Sunday,NOISE,500 S BASSWOOD DR; APT O,LB404,BPD,NO REPORT
B18-30347,07-29-18,12:55,July,Sunday,DISTURBANCE IP,309 W RILEY DR,LB512,BPD,NO REPORT
B18-30348,07-29-18,12:56,July,Sunday,DISTURBANCE IP,602 N MORTON ST,LB519,BPD,NO REPORT
B18-30360,07-29-18,13:52,July,Sunday,DRUNK,3700 W 3RD ST; KFC WEST,LB524,BPD,NO REPORT
B18-30401,07-29-18,21:10,July,Sunday,DISTURBANCE IP,2500 S ROCKPORT RD; COUNTRY VIEW APARTMENTS; 1704,LB424,BPD,NO REPORT
B18-30402,07-29-18,21:22,July,Sunday,DISTURBANCE IP,528 S COLLEGE AVE; KROGER SEMINARY SQUARE,LB410,BPD,NO REPORT
B18-30421,07-30-18,02:46,July,Monday,DISTURBANCE IP,2510 W 3RD ST; STEVES PLACE POOL AND PUB,LB523,BPD,REPORT
B18-30427,07-30-18,07:36,July,Monday,DISTURBANCE IP,500 S BASSWOOD DR,LB404,BPD,NO REPORT
B18-30442,07-30-18,10:18,July,Monday,DISTURBANCE IP,407 W DRISCOLL DR,LB412,BPD,REPORT
B18-30443,07-30-18,10:41,July,Monday,DISTURBANCE IP,2500 S ROCKPORT RD; BUILDING 5,LB424,BPD,NO REPORT
B18-30445,07-30-18,10:53,July,Monday,PANHANDLING,W BLOOMFIELD RD & S OAKDALE DR,LB417,BPD,NO REPORT
B18-30449,07-30-18,11:45,July,Monday,PANHANDLING,3000 W STATE ROAD 45,LB416,BPD,NO REPORT
B18-30454,07-30-18,12:01,July,Monday,VANDALISM NP,300 W 6TH ST; FIRST FINANCIAL BANK,LB101,BPD,REPORT
B18-30473,07-30-18,13:24,July,Monday,DISTURBANCE IP,1348 N ARLINGTON PARK DR; APT 812,LB514,BPD,REPORT
B18-30521,07-30-18,18:11,July,Monday,VANDALISM NP,1318 N CRESCENT RD,LB517,BPD,REPORT
B18-30524,07-30-18,18:54,July,Monday,DISTURBANCE IP,703 W GOURLEY PIKE; APT 122,LB513,BPD,NO REPORT
B18-30539,07-30-18,21:04,July,Monday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT A60,LB336,BPD,REPORT
B18-30555,07-31-18,00:10,July,Tuesday,DISTURBANCE IP,2374 S BRANDON CT,LB326,BPD,NO REPORT
B18-30562,07-31-18,01:46,July,Tuesday,DISTURBANCE IP,N DUNN ST & E 11TH ST,LB213,BPD,NO REPORT
B18-30564,07-31-18,02:03,July,Tuesday,DISTURBANCE IP,N DUNN ST & E 11TH ST,LB213,BPD,REPORT
B18-30576,07-31-18,08:33,July,Tuesday,DISTURBANCE IP,W HOWE ST & S FAIRVIEW ST,LB409,BPD,NO REPORT
B18-30587,07-31-18,10:26,July,Tuesday,VANDALISM IP,269 E WINSLOW RD; WATER WORLD - SOUTH,LB327,BPD,REPORT
B18-30592,07-31-18,10:55,July,Tuesday,VANDALISM IP,1302 S ROGERS ST; IU HEALTH SOUTHERN INDIANA PHYSICIANS,LB412,BPD,REPORT
B18-30595,07-31-18,11:19,July,Tuesday,DISTURBANCE IP,405 W PATTERSON DR; SWEET GRASS RESTAURANT,LB412,BPD,NO REPORT
B18-30631,07-31-18,15:43,July,Tuesday,DRUNK,215 S WESTPLEX AVE; WHEELER MISSION MINISTRIES,LB521,BPD,NO REPORT
B18-30636,07-31-18,16:20,July,Tuesday,DISTURBANCE IP,1115 S WALNUT ST; CIRCLE K GAS GRIMES AND WALNUT,LB314,BPD,NO REPORT
B18-30656,07-31-18,19:11,July,Tuesday,DISTURBANCE IP,3508 S BURKS CT,LB336,BPD,NO REPORT
B18-30663,07-31-18,19:27,July,Tuesday,NOISE,1450 N WILLIS DR,LB513,BPD,NO REPORT
B18-30673,07-31-18,21:24,July,Tuesday,NOISE,909 W 1ST ST,LB409,BPD,NO REPORT
B18-30677,07-31-18,21:34,July,Tuesday,NOISE,1471 W ALLEN ST,LB413,BPD,NO REPORT
B18-30709,08-01-18,04:27,August,Wednesday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT B115,LB336,BPD,NO REPORT
B18-30719,08-01-18,08:21,August,Wednesday,DISTURBANCE IP,645 S ROGERS ST; CENTERSTONE EAST 1,LB409,BPD,NO REPORT
B18-30723,08-01-18,08:24,August,Wednesday,VANDALISM NP,2425 S WALNUT ST; AUTO SALES,LB327,BPD,REPORT
B18-30739,08-01-18,11:27,August,Wednesday,DISTURBANCE IP,812 W 9TH ST; REV ERNEST D BUTLER PARK,LB520,BPD,REPORT
B18-30748,08-01-18,12:50,August,Wednesday,DRUNK,503 W KIRKWOOD AVE; CIRCLE K GAS KIRKWOOD AND ROGERS,LB408,BPD,NO REPORT
B18-30766,08-01-18,14:34,August,Wednesday,NOISE,1600 N WILLIS DR; LOT 114,LB513,BPD,NO REPORT
B18-30803,08-01-18,18:08,August,Wednesday,DISTURBANCE IP,102 E KIRKWOOD AVE; THE UPTOWN CAFE,LB104,BPD,NO REPORT
B18-30824,08-01-18,20:07,August,Wednesday,DISTURBANCE IP,101 W 2ND ST; SEMINARY PARK,LB410,BPD,REPORT
B18-30825,08-01-18,20:13,August,Wednesday,DISTURBANCE IP,3100 S WALNUT STREET PIKE,LB336,BPD,NO REPORT
B18-30827,08-01-18,20:22,August,Wednesday,DISTURBANCE IP,215 S WESTPLEX AVE; WHEELER MISSION MINISTRIES,LB521,BPD,NO REPORT
B18-30839,08-01-18,21:09,August,Wednesday,NOISE,909 W 1ST ST; INDIANA RECOVERY CENTER,LB409,BPD,NO REPORT
B18-30856,08-01-18,21:11,August,Wednesday,NOISE,E BRIGS BND & S OLCOTT BLVD,LB320,BPD,NO REPORT
B18-30857,08-01-18,22:13,August,Wednesday,NOISE,309 E 15TH ST,LB213,BPD,NO REPORT
B18-30854,08-01-18,22:29,August,Wednesday,VANDALISM IP,2600 S KEGG RD; WOOLERY STONE MILL,LB425,BPD,NO REPORT
B18-30881,08-02-18,02:02,August,Thursday,VANDALISM IP,315 W KIRKWOOD AVE,LB103,BPD,NO REPORT
B18-30899,08-02-18,08:22,August,Thursday,DISTURBANCE IP,S GRANT ST & E 4TH ST,LB104,BPD,REPORT
B18-30904,08-02-18,09:04,August,Thursday,DISTURBANCE IP,1717 W 3RD ST; DCS MONROE CO,LB405,BPD,REPORT
B18-30911,08-02-18,10:03,August,Thursday,VANDALISM NP,115 W 1ST ST,LB410,BPD,REPORT
B18-30917,08-02-18,11:49,August,Thursday,DISTURBANCE IP,106 E 2ND ST; SAHARA MART WEST,LB301,BPD,NO REPORT
B18-30922,08-02-18,13:12,August,Thursday,DISTURBANCE IP,301 S WALNUT ST; DOWNTOWN TRANSIT CENTER,LB104,BPD,NO REPORT
B18-30944,08-02-18,16:13,August,Thursday,DISTURBANCE IP,2424 S WALNUT ST; LUCKYS MARKET,LB422,BPD,NO REPORT
B18-30946,08-02-18,16:17,August,Thursday,DISTURBANCE IP,S WALNUT ST & E 1ST ST,LB410,BPD,NO REPORT
B18-30959,08-02-18,17:31,August,Thursday,PANHANDLING,W 3RD SR 37 OVERPASS; W 3RD ST AND SR 37 OVERPASS,LB404,BPD,NO REPORT
B18-30984,08-02-18,20:46,August,Thursday,DISTURBANCE IP,3111 S LEONARD SPRINGS RD; APT 140,LMS22,BPD,NO REPORT
B18-30989,08-02-18,21:37,August,Thursday,DISTURBANCE IP,727 W DIXIE ST; APT 12,LB412,BPD,NO REPORT
B18-31005,08-02-18,23:25,August,Thursday,NOISE,2615 E 2ND ST,LB304,BPD,NO REPORT
B18-31006,08-02-18,23:35,August,Thursday,NOISE,1516 E MATLOCK RD,LB211,BPD,NO REPORT
B18-31014,08-03-18,00:22,August,Friday,NOISE,1111 N RUSSELL RD; UNIVERSITY ELEMENTARY SCHOOL,LB217,BPD,NO REPORT
B18-31018,08-03-18,00:49,August,Friday,NOISE,N WALNUT ST & E 6TH ST,LB101,BPD,NO REPORT
B18-31024,08-03-18,03:50,August,Friday,DRUNK,N WALNUT ST & E 7TH ST,LB102,BPD,NO REPORT
B18-31064,08-03-18,10:56,August,Friday,DISTURBANCE IP,2650 S WALNUT ST; CVS PHARMACY SOUTH,LB433,BPD,NO REPORT
B18-31065,08-03-18,11:36,August,Friday,DRUNK,620 S WALNUT ST; SHALOM CENTER,LB410,BPD,NO REPORT
B18-31082,08-03-18,13:18,August,Friday,DRUNK,3100 S WALNUT STREET PIKE; BUILDING A,LB336,BPD,NO REPORT
B18-31085,08-03-18,14:05,August,Friday,DISTURBANCE IP,2650 S WALNUT ST; CVS PHARMACY SOUTH,LB433,BPD,NO REPORT
B18-31100,08-03-18,15:42,August,Friday,VANDALISM NP,1020 S WOODLAWN AVE; BRYAN PARK POOL,LB313,BPD,REPORT
B18-31101,08-03-18,16:01,August,Friday,DRUNK,S WALNUT ST & E 1ST ST,LB410,BPD,NO REPORT
B18-31126,08-03-18,18:50,August,Friday,PANHANDLING,3700 W 3RD ST; KFC WEST,LB524,BPD,NO REPORT
B18-31154,08-03-18,22:09,August,Friday,DISTURBANCE IP,1600 N WILLIS DR; LOT 225,LB513,BPD,REPORT
B18-31162,08-03-18,23:56,August,Friday,DRUNK,320 N JACOB DR; OLIVE GARDEN,LB523,BPD,NO REPORT
B18-31164,08-04-18,00:12,August,Saturday,DISTURBANCE IP,3900 E 3RD ST; OFFICE LOUNGE,LB307,BPD,REPORT
B18-31178,08-04-18,01:37,August,Saturday,DISTURBANCE IP,411 S PARKWAY DR; APT 2,LB402,BPD,REPORT
B18-31185,08-04-18,02:34,August,Saturday,DISTURBANCE IP,1919 N COLLEGE AVE; STEAK N SHAKE NORTH,LB512,BPD,NO REPORT
B18-31192,08-04-18,03:42,August,Saturday,NOISE,1466 N ARLINGTON PARK DR,LB514,BPD,REPORT
B18-31206,08-04-18,08:13,August,Saturday,DISTURBANCE IP,1600 N WILLIS DR; LT 117,LB513,BPD,NO REPORT
B18-31211,08-04-18,08:45,August,Saturday,DISTURBANCE IP,1600 N WILLIS DR; LT 117,LB513,BPD,NO REPORT
B18-31232,08-04-18,10:57,August,Saturday,DISTURBANCE IP,1600 N WILLIS DR; LT 117,LB513,BPD,NO REPORT
B18-31249,08-04-18,13:50,August,Saturday,NOISE,3100 S WALNUT STREET PIKE; APT B120,LB336,BPD,NO REPORT
B18-31247,08-04-18,13:54,August,Saturday,DISTURBANCE IP,601 W 2ND ST; IU HEALTH BLOOMINGTON HOSPITAL,LB409,BPD,NO REPORT
B18-31259,08-04-18,15:25,August,Saturday,VANDALISM NP,417 S CLARIZZ BLVD; BLOOMINGTON SPORTS & WELLNESS,LB305,BPD,REPORT
B18-31279,08-04-18,18:03,August,Saturday,NOISE,500 S PARKWAY DR,LB402,BPD,NO REPORT
B18-31280,08-04-18,18:49,August,Saturday,PANHANDLING,2424 S WALNUT ST; LUCKYS MARKET,LB422,BPD,NO REPORT
B18-31302,08-04-18,21:41,August,Saturday,DISTURBANCE IP,350 S LIBERTY DR; BUCETTOS,LB403,BPD,NO REPORT
B18-31304,08-04-18,21:55,August,Saturday,DISTURBANCE IP,1408 W 12TH ST,LB517,BPD,NO REPORT
B18-31319,08-05-18,00:12,August,Sunday,DISTURBANCE IP,729 W DIXIE ST; GREEN TREE APT 11,LB412,BPD,NO REPORT
B18-31321,08-05-18,00:29,August,Sunday,DRUNK,1836 S WALNUT ST;,LB421,BPD,NO REPORT
B18-31324,08-05-18,00:40,August,Sunday,PANHANDLING,S CURRY PIKE & W 3RD ST,LB402,BPD,NO REPORT
B18-31331,08-05-18,02:05,August,Sunday,NOISE,3462 E JOHN HINKLE PL,LB221,BPD,NO REPORT
B18-31332,08-05-18,03:04,August,Sunday,DISTURBANCE IP,219 N WALNUT ST; VIDEO SALOON,LB101,BPD,NO REPORT
B18-31365,08-05-18,10:52,August,Sunday,PANHANDLING,E 3RD ST & S CLARIZZ BLVD,LB221,BPD,NO REPORT
B18-31408,08-05-18,17:14,August,Sunday,DISTURBANCE IP,924 W GRAHAM DR,LB423,BPD,NO REPORT
B18-31414,08-05-18,18:46,August,Sunday,VANDALISM IP,2609 S KENDALL DR,LB422,BPD,NO REPORT
B18-31418,08-05-18,19:03,August,Sunday,VANDALISM IP,1215 W 2ND ST; HOOSIER CAR WASH,LB406,BPD,NO REPORT
B18-31431,08-05-18,20:39,August,Sunday,DISTURBANCE IP,2527 S ROGERS ST,LB423,BPD,NO REPORT
B18-31446,08-05-18,22:46,August,Sunday,DISTURBANCE IP,3939 W 3RD ST; SPEEDWAY WEST,LB403,BPD,NO REPORT
B18-31452,08-05-18,23:06,August,Sunday,DRUNK,430 E KIRKWOOD AVE; JIMMY JOHNS KIRKWOOD,LB104,BPD,NO REPORT
B18-31455,08-05-18,23:23,August,Sunday,DRUNK,1751 N STONELAKE DR; SUPER 8 MOTEL,LB510,BPD,NO REPORT
