Incident,Date Reported,Time Reported,Month Reported,Day of Week,Nature,Incident address,Area,Agency,Report/No Report
B18-14820,04-14-18,23:27,April,Saturday,DISTURBANCE IP,338 S WASHINGTON ST; MIDDLE WAY HOUSE,LB104,BPD,NO REPORT
B18-14824,04-14-18,23:32,April,Saturday,NOISE,2000 E ATWATER AVE,LB303,BPD,NO REPORT
B18-14825,04-14-18,23:46,April,Saturday,DRUNK,2446 S HENDERSON ST; APT 221,LB327,BPD,NO REPORT
B18-14826,04-14-18,23:55,April,Saturday,DISTURBANCE IP,319 N WALNUT ST; KILROYS SPORTS BAR,LB101,BPD,NO REPORT
B18-14828,04-15-18,00:06,April,Sunday,DRUNK,N WALNUT ST & W 11TH ST,LB213,BPD,NO REPORT
B18-14830,04-15-18,00:15,April,Sunday,NOISE,E 2ND ST & S SWAIN AVE,LB303,BPD,NO REPORT
B18-14837,04-15-18,00:33,April,Sunday,NOISE,1722 N LINCOLN ST,LB212,BPD,NO REPORT
B18-14834,04-15-18,00:37,April,Sunday,NOISE,S HIGHLAND AVE & E HUNTER AVE,LB303,BPD,NO REPORT
B18-14839,04-15-18,01:01,April,Sunday,NOISE,E 2ND ST & S SWAIN AVE,LB303,BPD,NO REPORT
B18-14840,04-15-18,01:09,April,Sunday,NOISE,3130 E GOODNIGHT WAY,LB310,BPD,NO REPORT
B18-14841,04-15-18,01:17,April,Sunday,NOISE,E 3RD ST & S ROOSEVELT ST,LB222,BPD,NO REPORT
B18-14843,04-15-18,01:22,April,Sunday,NOISE,525 S PATTERSON DR; APT 2206,LB406,BPD,NO REPORT
B18-14848,04-15-18,01:29,April,Sunday,NOISE,2539 E EASTGATE LN,LB222,BPD,NO REPORT
B18-14845,04-15-18,01:34,April,Sunday,DRUNK,301 W 17TH ST; SWING IN PIZZA,LB519,BPD,NO REPORT
B18-14858,04-15-18,01:42,April,Sunday,NOISE,701 N COLLEGE AVE; APT 407  STATION 11 APTS,LB519,BPD,NO REPORT
B18-14861,04-15-18,02:12,April,Sunday,NOISE,S HIGHLAND AVE & E HUNTER AVE,LB303,BPD,NO REPORT
B18-14851,04-15-18,02:19,April,Sunday,DRUNK,530 S COLLEGE MALL RD; CIRCLE S GAS COLLEGE MALL,LB305,BPD,REPORT
B18-14862,04-15-18,03:40,April,Sunday,NOISE,N WASHINGTON ST & E 8TH ST,LB102,BPD,NO REPORT
B18-14865,04-15-18,05:00,April,Sunday,NOISE,1410 W 15TH ST,LB517,BPD,NO REPORT
B18-14868,04-15-18,06:31,April,Sunday,NOISE,2740 E BRIGS BND,LB320,BPD,NO REPORT
B18-14869,04-15-18,07:27,April,Sunday,NOISE,N WALNUT ST & E 7TH ST,LB102,BPD,NO REPORT
B18-14871,04-15-18,07:59,April,Sunday,DISTURBANCE IP,528 S COLLEGE AVE; KROGER SEMINARY SQUARE,LB410,BPD,REPORT
B18-14872,04-15-18,08:18,April,Sunday,NOISE,252 N WALNUT ST,LB102,BPD,NO REPORT
B18-14873,04-15-18,08:25,April,Sunday,NOISE,N WALNUT ST & E 7TH ST,LB102,BPD,NO REPORT
B18-14875,04-15-18,08:49,April,Sunday,VANDALISM NP,252 N WALNUT ST,LB102,BPD,REPORT
B18-14878,04-15-18,10:11,April,Sunday,DISTURBANCE IP,620 S WALNUT ST; SHALOM CENTER,LB410,BPD,NO REPORT
B18-14882,04-15-18,11:04,April,Sunday,VANDALISM NP,315 E 8TH ST,LB102,BPD,REPORT
B18-14891,04-15-18,12:47,April,Sunday,VANDALISM NP,528 N WALNUT ST,LB102,BPD,REPORT
B18-14900,04-15-18,13:24,April,Sunday,DISTURBANCE IP,1451 W FRY RD,LMN02,BPD,NO REPORT
B18-14915,04-15-18,16:17,April,Sunday,DISTURBANCE IP,1336 N ARLINGTON PARK DR; APT 210,LB514,BPD,REPORT
B18-14941,04-15-18,22:06,April,Sunday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT A64,LB336,BPD,NO REPORT
B18-14964,04-16-18,01:06,April,Monday,DRUNK,555 S JUNYA ST,LB406,BPD,NO REPORT
B18-14979,04-16-18,02:47,April,Monday,NOISE,101 S CURRY PIKE; APT 4,LB524,BPD,NO REPORT
B18-15024,04-16-18,14:20,April,Monday,DRUNK,110 S INDIANA AVE; STARBUCKS DOWNTOWN,LB104,BPD,NO REPORT
B18-15032,04-16-18,15:06,April,Monday,DISTURBANCE IP,601 W 2ND ST; IU HEALTH ROOM 4405,LB409,BPD,REPORT
B18-15062,04-16-18,18:33,April,Monday,PANHANDLING,1305 W BLOOMFIELD RD; COUTRY MARK GAS STATION,LB406,BPD,NO REPORT
B18-15077,04-16-18,22:03,April,Monday,DISTURBANCE IP,2500 S ROCKPORT RD; APT 2501,LB424,BPD,NO REPORT
B18-15087,04-16-18,22:29,April,Monday,DISTURBANCE IP,1426 N KINSER PIKE; APT A4,LB512,BPD,NO REPORT
B18-15104,04-17-18,00:27,April,Tuesday,NOISE,951 S COPPER BEECH WAY,LB415,BPD,NO REPORT
B18-15105,04-17-18,00:36,April,Tuesday,NOISE,711 S GREENLEAF CT,LB415,BPD,NO REPORT
B18-15108,04-17-18,00:59,April,Tuesday,NOISE,512 S MULLER PKWY,LB404,BPD,NO REPORT
B18-15122,04-17-18,03:06,April,Tuesday,DISTURBANCE IP,430 E KIRKWOOD AVE,LB104,BPD,NO REPORT
B18-15134,04-17-18,07:05,April,Tuesday,DISTURBANCE IP,317 W 17TH ST,LB519,BPD,NO REPORT
B18-15172,04-17-18,13:51,April,Tuesday,PANHANDLING,W 3RD ST & S LIBERTY DR,LB403,BPD,NO REPORT
B18-15197,04-17-18,15:05,April,Tuesday,NOISE,1600 N WILLIS DR; LOT 14,LB513,BPD,NO REPORT
B18-15191,04-17-18,15:17,April,Tuesday,PANHANDLING,100 N GATES DR; OFFICE DEPOT,LB524,BPD,NO REPORT
B18-15200,04-17-18,16:17,April,Tuesday,DISTURBANCE IP,1717 W 3RD ST,LB405,BPD,NO REPORT
B18-15219,04-17-18,18:10,April,Tuesday,PANHANDLING,E 3RD ST & S CLARIZZ BLVD,LB221,BPD,NO REPORT
B18-15241,04-17-18,21:29,April,Tuesday,DISTURBANCE IP,1700 N KINSER PIKE; COMFORT INN; COMFORT INN,LB512,BPD,NO REPORT
B18-15242,04-17-18,21:58,April,Tuesday,DISTURBANCE IP,1202 W 11TH ST,LB517,BPD,NO REPORT
B18-15248,04-17-18,22:30,April,Tuesday,VANDALISM NP,S WASHINGTON ST & E KIRKWOOD AVE,LB104,BPD,REPORT
B18-15256,04-17-18,22:59,April,Tuesday,NOISE,502 S MULLER PKWY; APT 223 VILLAGE AT MULLER PARK,LB404,BPD,NO REPORT
B18-15259,04-17-18,23:10,April,Tuesday,NOISE,812 N WASHINGTON ST,LB213,BPD,NO REPORT
B18-15258,04-17-18,23:16,April,Tuesday,NOISE,2801 W HEARTWOOD CT; APT F,LB415,BPD,NO REPORT
B18-15260,04-17-18,23:21,April,Tuesday,NOISE,2817 W HEARTWOOD CT,LB415,BPD,NO REPORT
B18-15278,04-18-18,00:18,April,Wednesday,NOISE,1410 W 15TH ST,LB517,BPD,NO REPORT
B18-15276,04-18-18,00:40,April,Wednesday,NOISE,455 N COLLEGE AVE ; APT 3031 SMALLWOOD PLAZA,LB101,BPD,NO REPORT
B18-15277,04-18-18,01:01,April,Wednesday,NOISE,717 S WOODLAWN AVE,LB302,BPD,NO REPORT
B18-15279,04-18-18,01:27,April,Wednesday,DRUNK,2819 E 3RD ST; MCDONALDS EAST,LB221,BPD,NO REPORT
B18-15280,04-18-18,01:32,April,Wednesday,DRUNK,E 4TH ST & S DUNN ST,LB104,BPD,NO REPORT
B18-15282,04-18-18,01:48,April,Wednesday,DRUNK,516 N GRANT ST; GRANT STREET APARTMENTS,LB102,BPD,NO REPORT
B18-15283,04-18-18,02:48,April,Wednesday,VANDALISM NP,1722 N LINCOLN ST,LB212,BPD,NO REPORT
B18-15284,04-18-18,03:28,April,Wednesday,DRUNK,245 N COLLEGE AVE; HILTON GARDENS INN BLOOMINGTON,LB101,BPD,NO REPORT
B18-15297,04-18-18,08:50,April,Wednesday,DISTURBANCE IP,1015 N ILLINOIS ST,LB517,BPD,NO REPORT
B18-15310,04-18-18,11:09,April,Wednesday,VANDALISM IP,2894 E 3RD ST; CHIPOTLE MEXICAN GRILL COLLEGE MALL; U:,LB305,BPD,NO REPORT
B18-15329,04-18-18,12:59,April,Wednesday,DISTURBANCE IP,118 S ROGERS ST,LB408,BPD,REPORT
B18-15337,04-18-18,13:09,April,Wednesday,NOISE,N GRANT ST & E 7TH ST,LB102,BPD,NO REPORT
B18-15333,04-18-18,13:24,April,Wednesday,PANHANDLING,W JACOB DR & S GATES DR,LB524,BPD,NO REPORT
B18-15346,04-18-18,15:05,April,Wednesday,DISTURBANCE IP,3090 S WALNUT ST; BLYS GUYS,LB433,BPD,NO REPORT
B18-15384,04-18-18,19:40,April,Wednesday,NOISE,307 E 19TH ST,LB212,BPD,NO REPORT
B18-15393,04-18-18,21:00,April,Wednesday,DISTURBANCE IP,400 S OPPORTUNITY LN; WHEELER MISSION,LB404,BPD,REPORT
B18-15412,04-18-18,22:48,April,Wednesday,NOISE,630 N MORTON ST,LB519,BPD,NO REPORT
B18-15416,04-18-18,23:46,April,Wednesday,NOISE,1433 W ALLEN ST,LB413,BPD,NO REPORT
B18-15421,04-19-18,00:00,April,Thursday,NOISE,500 S SWAIN AVE,LB303,BPD,NO REPORT
B18-15429,04-19-18,00:52,April,Thursday,NOISE,503 S MULLER PKWY; APT 312,LB404,BPD,NO REPORT
B18-15432,04-19-18,01:22,April,Thursday,VANDALISM IP,1730 S WALNUT ST; NIGHT MOVES,LB421,BPD,REPORT
B18-15436,04-19-18,01:57,April,Thursday,NOISE,120 E DIXIE ST,LB314,BPD,NO REPORT
B18-15443,04-19-18,04:09,April,Thursday,VANDALISM NP,3477 W 3RD ST; PLANET FITNESS,LB403,BPD,REPORT
B18-15468,04-19-18,09:47,April,Thursday,DISTURBANCE IP,1800 N WALNUT ST; MOTEL 6; rm 218,LB212,BPD,NO REPORT
B18-15471,04-19-18,10:15,April,Thursday,DISTURBANCE IP,645 S ROGERS ST; CENTERSTONE EAST 1,LB409,BPD,NO REPORT
B18-15481,04-19-18,12:02,April,Thursday,DISTURBANCE IP,2650 S WALNUT ST; CVS PHARMACY SOUTH,LB433,BPD,NO REPORT
B18-15504,04-19-18,14:51,April,Thursday,VANDALISM NP,2421 S WINSLOW CT,LB326,BPD,REPORT
B18-15514,04-19-18,15:55,April,Thursday,DISTURBANCE IP,2451 S WALNUT STREET PIKE; CAROUSEL DAYCARE,LB327,BPD,NO REPORT
B18-15535,04-19-18,17:40,April,Thursday,NOISE,2305 E 2ND ST ; BART VILLA,LB304,BPD,NO REPORT
B18-15539,04-19-18,18:36,April,Thursday,VANDALISM IP,206 N WALNUT ST; ALCHEMY RESTAURANT,LB102,BPD,NO REPORT
B18-15550,04-19-18,19:39,April,Thursday,NOISE,515 N WASHINGTON ST,LB102,BPD,NO REPORT
B18-15562,04-19-18,21:26,April,Thursday,NOISE,760 E SHERWOOD HILLS DR,LB329,BPD,NO REPORT
B18-15567,04-19-18,22:01,April,Thursday,NOISE,515 S PARK RIDGE RD; APT 15101,LB307,BPD,NO REPORT
B18-15570,04-19-18,22:28,April,Thursday,NOISE,1306 N LINCOLN ST,LB212,BPD,NO REPORT
B18-15575,04-19-18,23:08,April,Thursday,NOISE,209 E 8TH ST,LB102,BPD,NO REPORT
B18-15581,04-19-18,23:28,April,Thursday,NOISE,1410 W 15TH ST,LB517,BPD,NO REPORT
B18-15585,04-19-18,23:36,April,Thursday,NOISE,E 13TH ST & N WOODLAWN AVE,LB214,BPD,NO REPORT
B18-15584,04-19-18,23:43,April,Thursday,NOISE,3100 S WALNUT STREET PIKE; APT A64,LB336,BPD,NO REPORT
B18-15589,04-20-18,00:03,April,Friday,NOISE,2000 E ATWATER AVE,LB303,BPD,NO REPORT
B18-15591,04-20-18,00:18,April,Friday,NOISE,321 E 14TH ST,LB213,BPD,NO REPORT
B18-15590,04-20-18,00:34,April,Friday,VANDALISM IP,2446 S HENDERSON ST,LB327,BPD,REPORT
B18-15595,04-20-18,00:40,April,Friday,NOISE,417 S SWAIN AVE,LB303,BPD,NO REPORT
B18-15602,04-20-18,01:17,April,Friday,NOISE,446 E VARSITY LN,LB212,BPD,NO REPORT
B18-15607,04-20-18,02:06,April,Friday,NOISE,714 S FAIRVIEW ST; APT 5,LB409,BPD,NO REPORT
B18-15610,04-20-18,03:04,April,Friday,DISTURBANCE IP,455 N COLLEGE AVE; SMALLWOOD PLAZA,LB101,BPD,NO REPORT
B18-15612,04-20-18,03:45,April,Friday,NOISE,300 E 7TH ST,LB102,BPD,NO REPORT
B18-15618,04-20-18,05:49,April,Friday,NOISE,118 E 14TH ST,LB213,BPD,NO REPORT
B18-15649,04-20-18,10:51,April,Friday,DISTURBANCE NP,2700 E COVENANTER DR; BLOOMINGTON HARDWARE,LB310,BPD,NO REPORT
B18-15651,04-20-18,10:56,April,Friday,NOISE,313 N GRANT ST,LB102,BPD,NO REPORT
B18-15655,04-20-18,11:33,April,Friday,DISTURBANCE IP,1600 N WILLIS DR; LOT 194,LB513,BPD,NO REPORT
B18-15659,04-20-18,11:51,April,Friday,VANDALISM NP,809 N WALNUT ST,LB519,BPD,REPORT
B18-15670,04-20-18,13:19,April,Friday,NOISE,109 E 12TH ST,LB213,BPD,NO REPORT
B18-15680,04-20-18,13:36,April,Friday,NOISE,1422 N KINSER PIKE,LB512,BPD,NO REPORT
B18-15685,04-20-18,14:34,April,Friday,DISTURBANCE IP,2200 W 3RD ST; SWIFTY GAS W 3RD,LB522,BPD,NO REPORT
B18-15688,04-20-18,15:00,April,Friday,NOISE,2231 N MARTHA ST,LB209,BPD,NO REPORT
B18-15700,04-20-18,16:40,April,Friday,NOISE,2205 E 5TH ST,LB222,BPD,NO REPORT
B18-15704,04-20-18,17:26,April,Friday,VANDALISM IP,420 E KIRKWOOD AVE; CHIPOTLE MEXICAN GRILL KIRKWOOD,LB104,BPD,REPORT
B18-15712,04-20-18,17:50,April,Friday,NOISE,342 S WASHINGTON ST,LB104,BPD,NO REPORT
B18-15739,04-20-18,20:41,April,Friday,DISTURBANCE IP,221 N WALNUT ST; BLACKS MERCANTILE,LB101,BPD,NO REPORT
B18-15744,04-20-18,20:44,April,Friday,NOISE,300 E 15TH ST,LB213,BPD,NO REPORT
B18-15743,04-20-18,20:58,April,Friday,DISTURBANCE IP,2446 S HENDERSON ST; RM 221,LB327,BPD,NO REPORT
B18-15754,04-20-18,21:41,April,Friday,DRUNK,2300 N WALNUT ST; MCDONALDS NORTH,LB209,BPD,NO REPORT
B18-15768,04-20-18,22:36,April,Friday,NOISE,500 E 1ST ST,LB301,BPD,NO REPORT
B18-15772,04-20-18,22:48,April,Friday,NOISE,312 W 15TH ST,LB519,BPD,NO REPORT
B18-15777,04-20-18,23:08,April,Friday,NOISE,601 W MARBLE LN,LB513,BPD,NO REPORT
B18-15773,04-20-18,23:08,April,Friday,DISTURBANCE IP,245 N COLLEGE AVE ; HILTON GARDENS  RM 418,LB101,BPD,NO REPORT
B18-15779,04-20-18,23:18,April,Friday,NOISE,922 N WOODBURN AVE,LB519,BPD,NO REPORT
B18-15788,04-20-18,23:54,April,Friday,NOISE,844 S HENDERSON ST; BENDER APARTMENTS,LB314,BPD,NO REPORT
B18-15787,04-20-18,23:56,April,Friday,DISTURBANCE IP,220 N MORTON ST; MORTON STREET PARKING GARAGE,LB101,BPD,NO REPORT
B18-15790,04-21-18,00:03,April,Saturday,DISTURBANCE IP,934 S MAXWELL TER; APT E,LB312,BPD,NO REPORT
B18-15802,04-21-18,00:17,April,Saturday,NOISE,2106 E 2ND ST; apt 3,LB304,BPD,NO REPORT
B18-15811,04-21-18,00:24,April,Saturday,NOISE,531 W HOOSIER COURT AVE,LB513,BPD,NO REPORT
B18-15805,04-21-18,00:31,April,Saturday,NOISE,S FESS AVE & E HUNTER AVE,LB302,BPD,NO REPORT
B18-15806,04-21-18,00:42,April,Saturday,DISTURBANCE IP,1230 W 11TH ST,LB517,BPD,NO REPORT
B18-15814,04-21-18,00:59,April,Saturday,DISTURBANCE IP,718 E HUNTER AVE,LB302,BPD,NO REPORT
B18-15815,04-21-18,01:01,April,Saturday,DISTURBANCE IP,302 W RILEY DR; APT I2  AXIS 812,LB512,BPD,NO REPORT
B18-15818,04-21-18,01:10,April,Saturday,NOISE,305 S CLIFTON AVE,LB303,BPD,NO REPORT
B18-15826,04-21-18,01:11,April,Saturday,NOISE,S FESS AVE & E 2ND ST,LB302,BPD,NO REPORT
B18-15830,04-21-18,01:45,April,Saturday,NOISE,932 E HILLSIDE DR,LB316,BPD,NO REPORT
B18-15831,04-21-18,01:50,April,Saturday,NOISE,E HILLSIDE DR & S WOODLAWN AVE,LB316,BPD,NO REPORT
B18-15829,04-21-18,01:53,April,Saturday,DISTURBANCE IP,2222 E 3RD ST; SAINT CHARLES CATHOLIC CHURCH,LB304,BPD,NO REPORT
B18-15836,04-21-18,02:07,April,Saturday,NOISE,3305 S ODELL DR;APT 2,LB336,BPD,NO REPORT
B18-15852,04-21-18,03:23,April,Saturday,DRUNK,1919 S WALNUT ST; MCDONALDS SOUTH,LB315,BPD,REPORT
B18-15862,04-21-18,03:30,April,Saturday,NOISE,1410 W 15TH ST,LB517,BPD,NO REPORT
B18-15855,04-21-18,03:32,April,Saturday,DISTURBANCE IP,1919 N COLLEGE AVE; STEAK N SHAKE NORTH,LB512,BPD,NO REPORT
B18-15857,04-21-18,03:37,April,Saturday,NOISE,536 N WASHINGTON ST,LB102,BPD,NO REPORT
B18-15873,04-21-18,06:05,April,Saturday,NOISE,3519 S KENNEDY DR,LB336,BPD,NO REPORT
B18-15904,04-21-18,11:33,April,Saturday,NOISE,313 N GRANT ST,LB102,BPD,NO REPORT
B18-15906,04-21-18,11:33,April,Saturday,NOISE,221 E STATE ROAD 45 46 BYPASS,LB209,BPD,NO REPORT
B18-15905,04-21-18,11:34,April,Saturday,NOISE,924 S DUNN ST,LB314,BPD,NO REPORT
B18-15907,04-21-18,12:07,April,Saturday,NOISE,872 E MILLER DR,LB316,BPD,NO REPORT
B18-15912,04-21-18,12:54,April,Saturday,NOISE,905 N GRANT ST,LB213,BPD,NO REPORT
B18-15916,04-21-18,13:19,April,Saturday,PANHANDLING,E 3RD ST & S CLARIZZ BLVD,LB221,BPD,NO REPORT
B18-15920,04-21-18,13:25,April,Saturday,NOISE,309 E 6TH ST,LB102,BPD,NO REPORT
B18-15917,04-21-18,13:26,April,Saturday,DISTURBANCE IP,N DUNN ST & E 6TH ST,LB102,BPD,NO REPORT
B18-15918,04-21-18,13:36,April,Saturday,DISTURBANCE IP,405 S WALNUT ST,LB104,BPD,NO REPORT
B18-15922,04-21-18,13:42,April,Saturday,NOISE,525 S PATTERSON DR; APT 2206,LB406,BPD,NO REPORT
B18-15929,04-21-18,14:05,April,Saturday,ALCOHOL RELATED,620 S WALNUT ST; SHALOM CENTER,LB410,BPD,NO REPORT
B18-15928,04-21-18,14:09,April,Saturday,NOISE,E 2ND ST & S DUNN ST,LB301,BPD,NO REPORT
B18-15930,04-21-18,14:30,April,Saturday,NOISE,514 E 2ND ST,LB301,BPD,NO REPORT
B18-15931,04-21-18,14:32,April,Saturday,PANHANDLING,E 3RD ST & S CLARIZZ BLVD,LB221,BPD,NO REPORT
B18-15938,04-21-18,14:54,April,Saturday,NOISE,548 S LINCOLN ST,LB301,BPD,NO REPORT
B18-15945,04-21-18,15:53,April,Saturday,NOISE,417 E 2ND ST,LB104,BPD,NO REPORT
B18-15951,04-21-18,15:58,April,Saturday,NOISE,E HECTOR DR & E DECKARD DR,LB218,BPD,NO REPORT
B18-15950,04-21-18,16:00,April,Saturday,NOISE,415 S BALLANTINE RD,LB302,BPD,NO REPORT
B18-15947,04-21-18,16:08,April,Saturday,NOISE,N GRANT ST & E 16TH ST,LB213,BPD,NO REPORT
B18-15949,04-21-18,16:18,April,Saturday,NOISE,428 E 2ND ST,LB301,BPD,NO REPORT
B18-15957,04-21-18,16:31,April,Saturday,NOISE,1506 N WASHINGTON ST,LB212,BPD,NO REPORT
B18-15961,04-21-18,16:40,April,Saturday,VANDALISM IP,905 E 13TH ST,LB214,BPD,REPORT
B18-15965,04-21-18,16:47,April,Saturday,NOISE,544 S LINCOLN ST,LB301,BPD,NO REPORT
B18-15963,04-21-18,16:55,April,Saturday,NOISE,1506 N WASHINGTON ST,LB212,BPD,NO REPORT
B18-15968,04-21-18,17:09,April,Saturday,NOISE,540 S LINCOLN ST,LB301,BPD,NO REPORT
B18-15976,04-21-18,17:30,April,Saturday,NOISE,515 S WASHINGTON ST,LB301,BPD,NO REPORT
B18-15987,04-21-18,17:52,April,Saturday,NOISE,618 S MITCHELL ST,LB303,BPD,NO REPORT
B18-16005,04-21-18,18:08,April,Saturday,VANDALISM NP,658 N WOODBRIDGE DR,LB216,BPD,REPORT
B18-16001,04-21-18,18:39,April,Saturday,NOISE,525 S PATTERSON DR,LB406,BPD,NO REPORT
B18-15998,04-21-18,18:40,April,Saturday,NOISE,521 E 7TH ST,LB102,BPD,NO REPORT
B18-15991,04-21-18,18:40,April,Saturday,ALCOHOL RELATED,502 E KIRKWOOD AVE; KILROYS KIRKWOOD,LB104,BPD,NO REPORT
B18-16000,04-21-18,18:53,April,Saturday,NOISE,N INDIANA AVE & E COTTAGE GROVE AVE,LB214,BPD,NO REPORT
B18-15997,04-21-18,18:55,April,Saturday,DRUNK,S WASHINGTON ST & E DODDS ST,LB314,BPD,NO REPORT
B18-16011,04-21-18,19:26,April,Saturday,NOISE,430 S DUNN ST,LB104,BPD,NO REPORT
B18-16013,04-21-18,19:44,April,Saturday,NOISE,428 E 2ND ST,LB301,BPD,NO REPORT
B18-16016,04-21-18,19:48,April,Saturday,DISTURBANCE IP,S WASHINGTON ST & E SMITH AVE,LB104,BPD,NO REPORT
B18-16025,04-21-18,19:54,April,Saturday,DISTURBANCE IP,423 E KIRKWOOD AVE; NICKS ENGLISH HUT,LB102,BPD,REPORT
B18-16026,04-21-18,20:17,April,Saturday,DISTURBANCE IP,423 E KIRKWOOD AVE; NICKS ENGLISH HUT,LB102,BPD,NO REPORT
B18-16037,04-21-18,20:34,April,Saturday,NOISE,430 S DUNN ST,LB104,BPD,NO REPORT
B18-16058,04-21-18,21:46,April,Saturday,NOISE,2780 S WALNUT STREET PIKE,LB328,BPD,NO REPORT
B18-16062,04-21-18,21:59,April,Saturday,NOISE,1600 E HILLSIDE DR; APT E40,LB317,BPD,NO REPORT
B18-16060,04-21-18,21:59,April,Saturday,DISTURBANCE IP,1919 N COLLEGE AVE; STEAK N SHAKE NORTH,LB512,BPD,NO REPORT
B18-16069,04-21-18,22:28,April,Saturday,DISTURBANCE IP,E 18TH ST & N GRANT ST,LB212,BPD,NO REPORT
B18-16072,04-21-18,22:33,April,Saturday,NOISE,301 E 19TH ST,LB212,BPD,NO REPORT
B18-16074,04-21-18,22:41,April,Saturday,NOISE,726 E UNIVERSITY ST,LB302,BPD,NO REPORT
B18-16077,04-21-18,22:55,April,Saturday,NOISE,706 E UNIVERSITY ST,LB302,BPD,NO REPORT
B18-16086,04-21-18,23:12,April,Saturday,NOISE,E 19TH ST & N WASHINGTON ST,LB212,BPD,NO REPORT
B18-16087,04-21-18,23:15,April,Saturday,NOISE,N WALNUT ST & E 9TH ST,LB101,BPD,NO REPORT
B18-16093,04-21-18,23:40,April,Saturday,NOISE,1426 N KINSER PIKE; AXIS 812,LB512,BPD,NO REPORT
B18-16098,04-21-18,23:48,April,Saturday,NOISE,S WASHINGTON ST & E DODDS ST,LB314,BPD,NO REPORT
B18-16107,04-22-18,00:15,April,Sunday,DISTURBANCE IP,BLT 40 MARKER GRIMES-COUNTRYCB,LB411,BPD,NO REPORT
B18-16112,04-22-18,00:26,April,Sunday,DISTURBANCE IP,1300 N LINCOLN ST,LB212,BPD,NO REPORT
B18-16120,04-22-18,00:37,April,Sunday,NOISE,S WOODLAWN AVE & E 1ST ST,LB302,BPD,NO REPORT
B18-16123,04-22-18,01:09,April,Sunday,DISTURBANCE IP,424 S WALNUT ST; PLAYERS PUB,LB103,BPD,NO REPORT
B18-16124,04-22-18,01:10,April,Sunday,DISTURBANCE IP,105 W 7TH ST; VIDEO SALOON,LB101,BPD,NO REPORT
B18-16126,04-22-18,01:17,April,Sunday,NOISE,701 N COLLEGE AVE; STATION 11,LB519,BPD,NO REPORT
B18-16130,04-22-18,01:21,April,Sunday,NOISE,500 S MULLER PKWY; VILLAGE AT MULLER PARK,LB404,BPD,NO REPORT
B18-16143,04-22-18,01:40,April,Sunday,NOISE,1909 E MAXWELL LN,LB303,BPD,NO REPORT
B18-16131,04-22-18,01:46,April,Sunday,DRUNK,216 N WALNUT ST; BLUE BIRD,LB102,BPD,NO REPORT
B18-16134,04-22-18,01:59,April,Sunday,DRUNK,319 N WALNUT ST; KILROYS SPORTS BAR,LB101,BPD,NO REPORT
B18-16136,04-22-18,02:03,April,Sunday,DRUNK,416 N GRANT ST,LB102,BPD,NO REPORT
B18-16138,04-22-18,02:07,April,Sunday,DISTURBANCE IP,409 S WALNUT ST,LB104,BPD,REPORT
B18-16141,04-22-18,02:24,April,Sunday,NOISE,619 W HOWE ST; BUILDING TRADES PARK,LB409,BPD,NO REPORT
B18-16150,04-22-18,03:10,April,Sunday,DISTURBANCE IP,S LINCOLN ST & E SMITH AVE,LB104,BPD,REPORT
B18-16153,04-22-18,03:25,April,Sunday,DISTURBANCE IP,500 S LIBERTY DR; KROGER WHITEHALL,LB403,BPD,NO REPORT
B18-16154,04-22-18,03:25,April,Sunday,DRUNK,817 E HUNTER AVE,LB302,BPD,NO REPORT
B18-16156,04-22-18,03:35,April,Sunday,DISTURBANCE IP,S WALNUT ST & E GRIMES LN,LB314,BPD,NO REPORT
B18-16160,04-22-18,03:54,April,Sunday,DISTURBANCE IP,1703 S HUNTINGTON DR,LB316,BPD,NO REPORT
B18-16158,04-22-18,03:56,April,Sunday,DRUNK,211 N WALNUT ST,LB101,BPD,NO REPORT
B18-16159,04-22-18,03:57,April,Sunday,DISTURBANCE IP,N WOODLAWN AVE & E 10TH ST,LB215,BPD,NO REPORT
B18-16162,04-22-18,04:02,April,Sunday,DRUNK,565 N WALNUT ST,LB101,BPD,NO REPORT
B18-16165,04-22-18,04:02,April,Sunday,NOISE,525 S PATTERSON DR; THE DILLON,LB406,BPD,NO REPORT
B18-16164,04-22-18,04:11,April,Sunday,NOISE,430 S DUNN ST; POOLSIDE APTS,LB104,BPD,NO REPORT
B18-16168,04-22-18,04:20,April,Sunday,NOISE,1410 W 15TH ST,LB517,BPD,NO REPORT
B18-16176,04-22-18,04:56,April,Sunday,DISTURBANCE IP,1919 N COLLEGE AVE; STEAK N SHAKE NORTH,LB512,BPD,NO REPORT
B18-16189,04-22-18,09:35,April,Sunday,DRUNK,565 N WALNUT ST,LB101,BPD,NO REPORT
B18-16194,04-22-18,10:19,April,Sunday,DISTURBANCE IP,2504 S BRYAN ST; LOT E1,LB423,BPD,REPORT
B18-16208,04-22-18,11:05,April,Sunday,VANDALISM NP,E 20TH ST & N LINCOLN ST,LB212,BPD,NO REPORT
B18-16213,04-22-18,13:41,April,Sunday,NOISE,3100 S WALNUT STREET PIKE; A64,LB336,BPD,NO REPORT
B18-16218,04-22-18,14:53,April,Sunday,DISTURBANCE IP,1425 S WALNUT ST; APT 5,LB314,BPD,NO REPORT
B18-16237,04-22-18,16:57,April,Sunday,VANDALISM IP,924 W MORAVEC WAY; B LINE TRAIL,LB518,BPD,NO REPORT
