Incident,Date Reported,Time Reported,Month Reported,Day of Week,Nature,Incident address,Area,Agency,Report/No Report
B17-13884,4/14/2017,9:46:49,April,Friday,VANDALISM NP,335 S COLLEGE AVE,LB103,BPD,No Report
B17-13886,4/14/2017,9:52:36,April,Friday,VANDALISM NP,300 E 3RD ST; SENOJ SALON,LB104,BPD,No Report
B17-13881,4/14/2017,9:39:10,April,Friday,DISTURBANCE IP,408 E 6TH ST; BOX CAR BOOKS,LB102,BPD,Report
B17-13897,4/14/2017,11:37:23,April,Friday,DISTURBANCE IP,620 S WALNUT ST; SHALOM CENTER,LB410,BPD,Report
B17-13977,4/14/2017,21:12:41,April,Friday,DISTURBANCE IP,3811 W 3RD ST; LONG JOHN SILVERS BLOOMINGTON,LB403,BPD,Report
B17-13857,4/14/2017,1:58:51,April,Friday,VANDALISM IP,300 E 3RD ST; SENOJ SALON,LB104,BPD,Report
B17-13904,4/14/2017,12:48:51,April,Friday,VANDALISM NP,703 W GOURLEY PIKE; APT 143,LB513,BPD,Report
B17-13913,4/14/2017,13:26:23,April,Friday,VANDALISM NP,705 N WOODLAWN AVE,LB214,BPD,Report
B17-13984,4/14/2017,20:31:24,April,Friday,VANDALISM NP,913 N COLLEGE AVE; APT 307,LB519,BPD,Report
B17-14024,4/15/2017,2:58:50,April,Saturday,DISTURBANCE IP,1226 W 11TH ST,LB517,BPD,No Report
B17-14027,4/15/2017,3:25:26,April,Saturday,DISTURBANCE IP,550 S WALNUT ST; RALLYS,LB410,BPD,No Report
B17-14043,4/15/2017,9:24:03,April,Saturday,DISTURBANCE IP,N WASHINGTON ST & E 6TH ST,LB102,BPD,No Report
B17-14049,4/15/2017,9:56:39,April,Saturday,DISTURBANCE IP,3341 S ACADIA CT,LB329,BPD,No Report
B17-14114,4/15/2017,20:02:18,April,Saturday,DISTURBANCE IP,BYPASS & STONELAKE DR,LB510,BPD,No Report
B17-14129,4/15/2017,21:36:17,April,Saturday,DISTURBANCE IP,1221 N MADISON ST,LB518,BPD,No Report
B17-14140,4/15/2017,22:35:33,April,Saturday,DISTURBANCE IP,1360 N ARLINGTON PARK DR; APT 306,LB514,BPD,No Report
B17-14142,4/15/2017,22:48:20,April,Saturday,DISTURBANCE NP,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,No Report
B17-14021,4/15/2017,1:56:50,April,Saturday,NOISE,3840 E 10TH ST,LB220,BPD,No Report
B17-14026,4/15/2017,2:18:44,April,Saturday,NOISE,3425 N STONEYCREST RD,LB507,BPD,No Report
B17-14028,4/15/2017,3:07:09,April,Saturday,NOISE,3100 S WALNUT STREET PIKE; APT B102,LB336,BPD,No Report
B17-14032,4/15/2017,4:34:43,April,Saturday,NOISE,924 S DUNN ST,LB314,BPD,No Report
B17-14088,4/15/2017,15:25:38,April,Saturday,NOISE,321 N WASHINGTON ST,LB102,BPD,No Report
B17-14100,4/15/2017,18:05:12,April,Saturday,NOISE,100 E 15TH ST,LB213,BPD,No Report
B17-14117,4/15/2017,20:07:42,April,Saturday,NOISE,S MADISON ST & W 3RD ST,LB103,BPD,No Report
B17-14125,4/15/2017,20:53:53,April,Saturday,NOISE,3903 E TAMARRON CT,LB217,BPD,No Report
B17-14132,4/15/2017,20:32:59,April,Saturday,NOISE,1841 W 17TH ST,LB517,BPD,No Report
B17-14147,4/15/2017,23:21:41,April,Saturday,NOISE,321 E 14TH ST,LB213,BPD,No Report
B17-14081,4/15/2017,15:06:29,April,Saturday,PANHANDLING,3285 W JACOB DR; WENDYS WEST,LB524,BPD,No Report
B17-14154,4/16/2017,0:43:45,April,Sunday,DISTURBANCE IP,1800 N WALNUT ST; MOTEL 6,LB212,BPD,No Report
B17-14158,4/16/2017,1:20:11,April,Sunday,DISTURBANCE IP,703 W GOURLEY PIKE; APT 179,LB513,BPD,No Report
B17-14230,4/16/2017,18:08:57,April,Sunday,DISTURBANCE IP,3105 E STRATUM WAY,LB310,BPD,No Report
B17-14170,4/16/2017,3:57:59,April,Sunday,DRUNK,528 S COLLEGE AVE; KROGER SEMINARY SQUARE,LB410,BPD,No Report
B17-14203,4/16/2017,13:24:11,April,Sunday,DRUNK,426 E 11TH ST,LB213,BPD,No Report
B17-14213,4/16/2017,15:05:42,April,Sunday,DRUNK,N DUNN ST & E 7TH ST,LB102,BPD,No Report
B17-14160,4/16/2017,1:18:13,April,Sunday,NOISE,1150 S CLARIZZ BLVD,LB310,BPD,No Report
B17-14171,4/16/2017,3:46:38,April,Sunday,NOISE,915 W COTTAGE GROVE AVE,LB518,BPD,No Report
B17-14173,4/16/2017,4:46:27,April,Sunday,NOISE,220 N MORTON ST; MORTON STREET PARKING GARAGE,LB101,BPD,No Report
B17-14175,4/16/2017,5:36:52,April,Sunday,NOISE,105 W SOUTHERN DR,LB421,BPD,No Report
B17-14240,4/16/2017,20:03:04,April,Sunday,NOISE,2500 S ROCKPORT RD; APT 2701,LB424,BPD,No Report
B17-14167,4/16/2017,3:14:19,April,Sunday,DISTURBANCE IP,209 S COLLEGE AVE,LB103,BPD,Report
B17-14168,4/16/2017,3:17:35,April,Sunday,DISTURBANCE IP,215 N WALNUT ST; BROTHERS BAR AND GRILL,LB101,BPD,Report
B17-14165,4/16/2017,3:08:05,April,Sunday,DRUNK,602 N GRANT ST; APT 602,LB213,BPD,Report
B17-14188,4/16/2017,11:03:01,April,Sunday,VANDALISM NP,2400 S WALNUT ST; TACO BELL SOUTH,LB422,BPD,Report
B17-14191,4/16/2017,10:57:42,April,Sunday,VANDALISM NP,455 N COLLEGE AVE; APT 5019,LB101,BPD,Report
B17-14324,4/17/2017,12:37:10,April,Monday,DISTURBANCE IP,201 W 17TH ST; CIRCLE K 17TH AND COLLEGE,LB519,BPD,No Report
B17-14336,4/17/2017,14:24:09,April,Monday,DISTURBANCE IP,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,No Report
B17-14377,4/17/2017,19:12:06,April,Monday,DISTURBANCE IP,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,No Report
B17-14384,4/17/2017,20:16:27,April,Monday,DISTURBANCE IP,527 E 3RD ST; CIRCLE K 3RD AND INDIANA; CIRCLE K,LB104,BPD,No Report
B17-14393,4/17/2017,21:44:58,April,Monday,DISTURBANCE IP,619 W HOWE ST; BUILDING TRADES PARK,LB409,BPD,No Report
B17-14267,4/17/2017,0:41:27,April,Monday,NOISE,710 N WALNUT ST; APT 304,LB213,BPD,No Report
B17-14402,4/17/2017,22:04:15,April,Monday,NOISE,615 N WASHINGTON ST,LB213,BPD,No Report
B17-14403,4/17/2017,22:14:46,April,Monday,NOISE,310 N GRANT ST,LB102,BPD,No Report
B17-14413,4/17/2017,23:46:35,April,Monday,NOISE,300 W RILEY DR; APT j2,LB512,BPD,No Report
B17-14350,4/17/2017,15:43:49,April,Monday,DISTURBANCE IP,S PATTERSON DR & W 3RD ST,LB406,BPD,Report
B17-14361,4/17/2017,15:47:39,April,Monday,VANDALISM NP,870 E SHERWOOD HILLS DR,LB329,BPD,Report
B17-14420,4/18/2017,0:55:26,April,Tuesday,DISTURBANCE IP,411 N WASHINGTON ST,LB102,BPD,No Report
B17-14427,4/18/2017,2:03:13,April,Tuesday,DISTURBANCE IP,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,No Report
B17-14483,4/18/2017,13:26:32,April,Tuesday,DISTURBANCE IP,421 E KIRKWOOD AVE; THE INDIANA SHOP,LB102,BPD,No Report
B17-14487,4/18/2017,13:51:35,April,Tuesday,DISTURBANCE IP,405 E KIRKWOOD AVE; CAFE PIZZARIA,LB102,BPD,No Report
B17-14516,4/18/2017,16:29:14,April,Tuesday,DISTURBANCE IP,1360 N ARLINGTON PARK DR; APT 306,LB514,BPD,No Report
B17-14569,4/18/2017,22:47:06,April,Tuesday,DISTURBANCE IP,211 E 1ST ST,LB301,BPD,No Report
B17-14577,4/18/2017,23:22:25,April,Tuesday,DISTURBANCE IP,105 W 7TH ST; VIDEO SALOON,LB101,BPD,No Report
B17-14414,4/18/2017,0:04:34,April,Tuesday,DRUNK,2500 S ROCKPORT RD; APT 2602,LB424,BPD,No Report
B17-14418,4/18/2017,0:50:18,April,Tuesday,DRUNK,309 N WALNUT ST; TACO BELL NORTH,LB101,BPD,No Report
B17-14428,4/18/2017,2:23:03,April,Tuesday,DRUNK,215 N WALNUT ST; BROTHERS BAR AND GRILL,LB101,BPD,No Report
B17-14556,4/18/2017,21:34:33,April,Tuesday,DRUNK,215 N WALNUT ST; BROTHERS BAR AND GRILL,LB101,BPD,No Report
B17-14564,4/18/2017,22:22:27,April,Tuesday,DRUNK,533 N LINCOLN ST,LB102,BPD,No Report
B17-14416,4/18/2017,0:18:21,April,Tuesday,NOISE,302 W RILEY DR; APT I 2,LB512,BPD,No Report
B17-14554,4/18/2017,21:02:01,April,Tuesday,NOISE,312 W 15TH ST,LB519,BPD,No Report
B17-14560,4/18/2017,21:18:25,April,Tuesday,NOISE,1317 N WASHINGTON ST,LB212,BPD,No Report
B17-14567,4/18/2017,22:38:11,April,Tuesday,NOISE,616 N WASHINGTON ST,LB213,BPD,No Report
B17-14580,4/18/2017,23:37:41,April,Tuesday,NOISE,1209 N GRANT ST; OXFORD HILLS APARTMENTS,LB213,BPD,No Report
B17-14538,4/18/2017,18:54:08,April,Tuesday,VANDALISM IP,923 W RCA PARK DR,LB420,BPD,No Report
B17-14523,4/18/2017,16:58:26,April,Tuesday,VANDALISM NP,BLT 21 MARKER GRIMES-COUNTRYCB,LB421,BPD,No Report
B17-14426,4/18/2017,1:35:35,April,Tuesday,VANDALISM NP,304 E MELROSE AVE,LB315,BPD,Report
B17-14447,4/18/2017,8:15:04,April,Tuesday,VANDALISM NP,528 S BASSWOOD DR; APT D,LB404,BPD,Report
B17-14482,4/18/2017,12:24:05,April,Tuesday,VANDALISM NP,728 E HUNTER AVE,LB302,BPD,Report
B17-14591,4/19/2017,1:03:08,April,Wednesday,DISTURBANCE IP,1730 S WALNUT ST; NIGHT MOVES,LB421,BPD,No Report
B17-14597,4/19/2017,1:55:48,April,Wednesday,DISTURBANCE IP,408 E 6TH ST; BOXCAR BOOKS,LB102,BPD,No Report
B17-14633,4/19/2017,10:07:41,April,Wednesday,DISTURBANCE IP,520 S PARK RIDGE RD;ATP 2203,LB307,BPD,No Report
B17-14657,4/19/2017,13:10:20,April,Wednesday,DISTURBANCE IP,301 S WALNUT ST,LB104,BPD,No Report
B17-14673,4/19/2017,14:26:24,April,Wednesday,DISTURBANCE IP,1600 N WILLIS DR; LOT 159,LB513,BPD,No Report
B17-14684,4/19/2017,15:34:46,April,Wednesday,DISTURBANCE IP,3410 S WALNUT ST; ANIMAL SHELTER,LB434,BPD,No Report
B17-14703,4/19/2017,17:50:17,April,Wednesday,DISTURBANCE IP,E 3RD ST & S KINGSTON DR,LB305,BPD,No Report
B17-14708,4/19/2017,18:20:00,April,Wednesday,DISTURBANCE IP,301 S WALNUT ST,LB104,BPD,No Report
B17-14713,4/19/2017,18:31:41,April,Wednesday,DISTURBANCE IP,111 N ELM ST,LB520,BPD,No Report
B17-14720,4/19/2017,20:07:00,April,Wednesday,DISTURBANCE IP,3606 S POPPY LN,LB428,BPD,No Report
B17-14724,4/19/2017,20:26:18,April,Wednesday,DISTURBANCE IP,2584 S DELILA STAR DR,LB425,BPD,No Report
B17-14604,4/19/2017,3:26:24,April,Wednesday,DRUNK,1150 S CLARIZZ BLVD; CAMPUS CORNER APARTMENTS; BUILDING B,LB310,BPD,No Report
B17-14583,4/19/2017,0:07:42,April,Wednesday,NOISE,1337 N DUNN ST,LB213,BPD,No Report
B17-14585,4/19/2017,0:12:48,April,Wednesday,NOISE,545 S LINCOLN ST; LINCOLN HILL APARTMENTS,LB301,BPD,No Report
B17-14592,4/19/2017,1:11:21,April,Wednesday,NOISE,N WALNUT ST & E 10TH ST,LB102,BPD,No Report
B17-14594,4/19/2017,1:10:40,April,Wednesday,NOISE,W 11TH ST & N COLLEGE AVE,LB519,BPD,No Report
B17-14595,4/19/2017,1:33:52,April,Wednesday,NOISE,N MADISON ST & W 17TH ST,LB519,BPD,No Report
B17-14598,4/19/2017,1:43:30,April,Wednesday,NOISE,103 E 16TH ST,LB213,BPD,No Report
B17-14612,4/19/2017,6:33:59,April,Wednesday,NOISE,500 S MULLER PKWY; APT 109 VILLAGE AT MULLER PARK,LB404,BPD,No Report
B17-14700,4/19/2017,17:16:37,April,Wednesday,NOISE,403 E 16TH ST,LB213,BPD,No Report
B17-14722,4/19/2017,20:15:21,April,Wednesday,NOISE,404 E 16TH ST,LB213,BPD,No Report
B17-14743,4/19/2017,23:05:40,April,Wednesday,NOISE,3443 S ACADIA CT,LB329,BPD,No Report
B17-14744,4/19/2017,23:13:13,April,Wednesday,NOISE,604 E 2ND ST,LB302,BPD,No Report
B17-14745,4/19/2017,23:18:25,April,Wednesday,NOISE,500 S SWAIN AVE,LB303,BPD,No Report
B17-14746,4/19/2017,23:34:35,April,Wednesday,NOISE,1401 N LINCOLN ST,LB212,BPD,No Report
B17-14749,4/19/2017,23:56:38,April,Wednesday,NOISE,1312 N WASHINGTON ST,LB212,BPD,No Report
B17-14727,4/19/2017,21:14:52,April,Wednesday,VANDALISM IP,2012 E HILLSIDE DR,LB317,BPD,No Report
B17-14586,4/19/2017,0:23:52,April,Wednesday,DISTURBANCE IP,100 W GRIMES LN,LB411,BPD,Report
B17-14704,4/19/2017,17:55:17,April,Wednesday,DISTURBANCE IP,548 S BASSWOOD DR; APT H,LB404,BPD,Report
B17-14823,4/20/2017,12:27:32,April,Thursday,DISTURBANCE IP,508 N ADAMS ST;APT B,LB521,BPD,No Report
B17-14824,4/20/2017,12:40:54,April,Thursday,DISTURBANCE IP,1919 S WALNUT ST; MCDONALDS SOUTH,LB315,BPD,No Report
B17-14847,4/20/2017,15:09:12,April,Thursday,DISTURBANCE IP,1616 W 3RD ST,LB521,BPD,No Report
B17-14878,4/20/2017,17:46:26,April,Thursday,DISTURBANCE IP,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,No Report
B17-14890,4/20/2017,18:49:53,April,Thursday,DISTURBANCE IP,303 E KIRKWOOD AVE; MONROE COUNTY PUBLIC LIBRARY,LB102,BPD,No Report
B17-14932,4/20/2017,22:57:13,April,Thursday,DISTURBANCE IP,3428 S BURKS CT,LB336,BPD,No Report
B17-14750,4/20/2017,0:00:01,April,Thursday,DRUNK,1200 S ROLLING RIDGE WAY; LEASING OFFICE,LMS31,BPD,No Report
B17-14756,4/20/2017,0:20:49,April,Thursday,NOISE,500 E 1ST ST,LB301,BPD,No Report
B17-14757,4/20/2017,0:30:32,April,Thursday,NOISE,1223 W 11TH ST; APT A,LB517,BPD,No Report
B17-14758,4/20/2017,0:29:51,April,Thursday,NOISE,600 W 17TH ST,LB513,BPD,No Report
B17-14759,4/20/2017,0:41:37,April,Thursday,NOISE,1424 N JACKSON ST; JACKSON HEIGHTS APARTMENTS,LB513,BPD,No Report
B17-14767,4/20/2017,2:18:06,April,Thursday,NOISE,325 E 3RD ST; APT 2,LB104,BPD,No Report
B17-14882,4/20/2017,17:57:46,April,Thursday,NOISE,1402 N GRANT ST,LB212,BPD,No Report
B17-14901,4/20/2017,19:16:10,April,Thursday,NOISE,517 S LINCOLN ST,LB301,BPD,No Report
B17-14920,4/20/2017,21:46:16,April,Thursday,NOISE,525 N FESS AVE,LB215,BPD,No Report
B17-14931,4/20/2017,22:41:59,April,Thursday,NOISE,518 N LINCOLN ST,LB102,BPD,No Report
B17-14940,4/20/2017,23:28:54,April,Thursday,NOISE,1402 N GRANT ST,LB212,BPD,No Report
B17-14946,4/20/2017,23:44:29,April,Thursday,NOISE,701 N COLLEGE AVE; STATION 11 APARTMENTS,LB519,BPD,No Report
B17-14950,4/20/2017,23:56:45,April,Thursday,NOISE,104 E KIRKWOOD AVE; APT 204,LB104,BPD,No Report
B17-14897,4/20/2017,19:21:43,April,Thursday,VANDALISM IP,E 2ND ST & S LINCOLN ST; SB ON LINCOLN,LB301,BPD,No Report
B17-14754,4/20/2017,0:18:19,April,Thursday,DISTURBANCE IP,1600 N WILLIS DR; LOT 125,LB513,BPD,Report
B17-14914,4/20/2017,21:23:14,April,Thursday,DISTURBANCE IP,712 W COUNTRY CLUB DR,LB423,BPD,Report
B17-14846,4/20/2017,15:07:43,April,Thursday,PANHANDLING,423 E KIRKWOOD AVE; NICKS ENGLISH HUT,LB102,BPD,Report
B17-14922,4/20/2017,22:25:42,April,Thursday,VANDALISM NP,240 N WASHINGTON ST; APT 5,LB102,BPD,Report
B17-15123,4/21/2017,21:10:02,April,Friday,ALCOHOL RELATED,430 E KIRKWOOD AVE; DUNNKIRK SQUARE,LB104,BPD,No Report
B17-14977,4/21/2017,4:16:07,April,Friday,DISTURBANCE IP,2160 N WALNUT ST; DENNYS,LB212,BPD,No Report
B17-15045,4/21/2017,15:34:41,April,Friday,DISTURBANCE IP,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,No Report
B17-15051,4/21/2017,16:08:31,April,Friday,DISTURBANCE IP,220 E 3RD ST; POLICE DEPARTMENT HEADQUARTERS,LB104,BPD,No Report
B17-15101,4/21/2017,19:30:52,April,Friday,DISTURBANCE IP,S DUNN ST & E KIRKWOOD AVE ; GREETINGS,LB102,BPD,No Report
B17-15122,4/21/2017,21:08:09,April,Friday,DISTURBANCE IP,909 N ILLINOIS ST,LB517,BPD,No Report
B17-15149,4/21/2017,23:07:48,April,Friday,DISTURBANCE IP,221 W 2ND ST; WENDYS SEMINARY SQUARE; wendys,LB410,BPD,No Report
B17-15171,4/21/2017,23:52:58,April,Friday,DISTURBANCE IP,120 S KIMBLE DR ;,LB523,BPD,No Report
B17-14949,4/21/2017,0:36:30,April,Friday,DRUNK,101 W KIRKWOOD AVE,LB103,BPD,No Report
B17-15012,4/21/2017,11:28:14,April,Friday,DRUNK,600 S MORTON ST,LB409,BPD,No Report
B17-15035,4/21/2017,14:36:16,April,Friday,DRUNK,202 E 6TH ST; MONROE COUNTY HISTORY CENTER,LB102,BPD,No Report
B17-15064,4/21/2017,16:53:18,April,Friday,DRUNK,S FACULTY AVE & E 3RD ST,LIU14,BPD,No Report
B17-15156,4/21/2017,23:25:03,April,Friday,DRUNK,400 E KIRKWOOD AVE,LB104,BPD,No Report
B17-14951,4/21/2017,0:22:49,April,Friday,NOISE,203 E 8TH ST,LB102,BPD,No Report
B17-14964,4/21/2017,2:05:39,April,Friday,NOISE,N WASHINGTON ST & E 8TH ST,LB102,BPD,No Report
B17-14971,4/21/2017,2:57:15,April,Friday,NOISE,N GRANT ST & E 7TH ST,LB102,BPD,No Report
B17-14973,4/21/2017,2:37:36,April,Friday,NOISE,104 E KIRKWOOD AVE; APT 204,LB104,BPD,No Report
B17-14992,4/21/2017,8:37:16,April,Friday,NOISE,533 S LINCOLN ST,LB301,BPD,No Report
B17-15015,4/21/2017,11:27:48,April,Friday,NOISE,1355 N LINCOLN ST,LB212,BPD,No Report
B17-15028,4/21/2017,13:29:31,April,Friday,NOISE,2531 E 7TH ST,LB222,BPD,No Report
B17-15033,4/21/2017,14:02:44,April,Friday,NOISE,534 S RONSON ST,LB406,BPD,No Report
B17-15046,4/21/2017,15:30:14,April,Friday,NOISE,412 E 16TH ST,LB213,BPD,No Report
B17-15059,4/21/2017,16:16:42,April,Friday,NOISE,500 S HIGHLAND AVE,LB302,BPD,No Report
B17-15066,4/21/2017,16:45:01,April,Friday,NOISE,1355 N LINCOLN ST,LB212,BPD,No Report
B17-15068,4/21/2017,16:51:29,April,Friday,NOISE,1407 N DUNN ST,LB212,BPD,No Report
B17-15096,4/21/2017,18:49:17,April,Friday,NOISE,1407 N DUNN ST,LB212,BPD,No Report
B17-15104,4/21/2017,19:16:32,April,Friday,NOISE,1130 W KIRKWOOD AVE; APT 15,LB521,BPD,No Report
B17-15124,4/21/2017,21:01:13,April,Friday,NOISE,3430 E JOHN HINKLE PL,LB221,BPD,No Report
B17-15155,4/21/2017,23:08:16,April,Friday,NOISE,3840 E 10TH ST,LB220,BPD,No Report
B17-15158,4/21/2017,23:24:08,April,Friday,NOISE,3840 E 10TH ST,LB220,BPD,No Report
B17-15170,4/21/2017,23:39:22,April,Friday,NOISE,2655 S ADAMS ST; CORNERSTONE CHRISTIAN FELLOWSHIP,LB425,BPD,No Report
B17-15176,4/21/2017,23:56:16,April,Friday,NOISE,501 S MULLER PKWY; APT 123,LB404,BPD,No Report
B17-15192,4/21/2017,23:57:42,April,Friday,NOISE,S PARK AVE & E HUNTER AVE,LB302,BPD,No Report
B17-15006,4/21/2017,10:57:29,April,Friday,PANHANDLING,2800 E BUICK CADILLAC BLVD; BURGER KING EAST,LB310,BPD,No Report
B17-15002,4/21/2017,9:42:46,April,Friday,VANDALISM IP,624 S WALNUT ST;WHEELS AUTO,LB410,BPD,No Report
B17-15102,4/21/2017,19:29:23,April,Friday,VANDALISM IP,200 S WASHINGTON ST; FIFTH THIRD BANK DOWNTOWN,LB104,BPD,No Report
B17-15000,4/21/2017,9:35:01,April,Friday,VANDALISM NP,601 W 2ND ST; IU HEALTH BLOOMINGTON HOSPITAL,LB409,BPD,No Report
B17-15030,4/21/2017,13:49:08,April,Friday,DISTURBANCE IP,1717 W 3RD ST,LB405,BPD,Report
B17-15168,4/21/2017,23:49:40,April,Friday,DISTURBANCE IP,1501 E HILLSIDE DR; DEER PARK,LB312,BPD,Report
B17-14993,4/21/2017,8:28:03,April,Friday,VANDALISM NP,310 S COLLEGE AVE; COURTYARD BLOOMINGTON,LB103,BPD,Report
B17-15209,4/22/2017,2:22:27,April,Saturday,ALCOHOL RELATED,301 E BROWNSTONE DR; APT 227; BROWNSTONE APT,LB213,BPD,No Report
B17-15271,4/22/2017,12:27:15,April,Saturday,DISTURBANCE IP,2510 S ROCKPORT RD; PROVIDENCE PLACE APARTMENTS; APT 309,LB424,BPD,No Report
B17-15275,4/22/2017,13:15:16,April,Saturday,DISTURBANCE IP,301 S WALNUT ST,LB104,BPD,No Report
B17-15302,4/22/2017,15:32:44,April,Saturday,DISTURBANCE IP,3500 E COVENANTER DR,LB309,BPD,No Report
B17-15343,4/22/2017,17:46:38,April,Saturday,DISTURBANCE IP,1321 N WASHINGTON ST,LB212,BPD,No Report
B17-15351,4/22/2017,18:28:53,April,Saturday,DISTURBANCE IP,4400 E 3RD ST; MR HIBACHI,LB307,BPD,No Report
B17-15377,4/22/2017,20:20:00,April,Saturday,DISTURBANCE IP,1316 E 3RD ST; BEARS PLACE,LB303,BPD,No Report
B17-15378,4/22/2017,20:28:30,April,Saturday,DISTURBANCE IP,318 S COLLEGE MALL RD; ASUKA JAPANESE RESTURANT,LB305,BPD,No Report
B17-15407,4/22/2017,22:19:13,April,Saturday,DISTURBANCE IP,1110 N COLLEGE AVE; BIG RED LIQUORS N COLLEGE AVE,LB519,BPD,No Report
B17-15433,4/22/2017,23:39:40,April,Saturday,DISTURBANCE IP,500 S MULLER PKWY; VILLAGE AT MULLER PARK,LB404,BPD,No Report
B17-15434,4/22/2017,23:45:11,April,Saturday,DISTURBANCE IP,N DUNN ST & E 20TH ST,LB212,BPD,No Report
B17-15436,4/22/2017,23:59:22,April,Saturday,DISTURBANCE IP,751 E TAMARACK TRL; JILLS HOUSE,LB210,BPD,No Report
B17-15205,4/22/2017,2:04:57,April,Saturday,DRUNK,425 N WALNUT ST,LB101,BPD,No Report
B17-15222,4/22/2017,3:25:00,April,Saturday,DRUNK,N DUNN ST & E 7TH ST,LB102,BPD,No Report
B17-15224,4/22/2017,3:38:16,April,Saturday,DRUNK,503 N GRANT ST,LB102,BPD,No Report
B17-15238,4/22/2017,4:17:52,April,Saturday,DRUNK,1800 N WALNUT ST; MOTEL 6,LB212,BPD,No Report
B17-15259,4/22/2017,10:32:20,April,Saturday,DRUNK,S COLLEGE AVE & W KIRKWOOD AVE,LB101,BPD,No Report
B17-15396,4/22/2017,21:36:38,April,Saturday,DRUNK,430 S DUNN ST;  POOL SIDE APTS,LB104,BPD,No Report
B17-15177,4/22/2017,0:19:59,April,Saturday,NOISE,305 E 19TH ST,LB212,BPD,No Report
B17-15179,4/22/2017,0:36:30,April,Saturday,NOISE,E 19TH ST & N WASHINGTON ST,LB212,BPD,No Report
B17-15183,4/22/2017,0:41:51,April,Saturday,NOISE,1150 S CLARIZZ BLVD; APT J,LB310,BPD,No Report
B17-15184,4/22/2017,0:45:26,April,Saturday,NOISE,412 E 16TH ST,LB213,BPD,No Report
B17-15194,4/22/2017,1:04:54,April,Saturday,NOISE,525 S PATTERSON DR; APT 4209  THE DILLONS,LB406,BPD,No Report
B17-15202,4/22/2017,1:12:41,April,Saturday,NOISE,455 N COLLEGE AVE; SMALLWOOD PLAZA,LB101,BPD,No Report
B17-15203,4/22/2017,0:56:17,April,Saturday,NOISE,E 3RD ST & S HILLSDALE DR,LB304,BPD,No Report
B17-15207,4/22/2017,1:50:03,April,Saturday,NOISE,N MADISON ST & W 17TH ST,LB519,BPD,No Report
B17-15211,4/22/2017,2:21:02,April,Saturday,NOISE,1365 N LINCOLN ST,LB212,BPD,No Report
B17-15216,4/22/2017,2:28:49,April,Saturday,NOISE,405 E COTTAGE GROVE AVE; UNIVERSITY TOWNHOMES I,LB213,BPD,No Report
B17-15223,4/22/2017,3:17:25,April,Saturday,NOISE,2201 S OAKDALE DR; HIDDEN HILLS AT OAKDALE WEST APARTMENTS,LB417,BPD,No Report
B17-15242,4/22/2017,4:20:30,April,Saturday,NOISE,103 E 16TH ST,LB213,BPD,No Report
B17-15276,4/22/2017,13:18:49,April,Saturday,NOISE,N GRANT ST & E 7TH ST,LB102,BPD,No Report
B17-15282,4/22/2017,13:38:13,April,Saturday,NOISE,600 E UNIVERSITY ST,LB302,BPD,No Report
B17-15283,4/22/2017,13:48:39,April,Saturday,NOISE,611 E UNIVERSITY ST,LB302,BPD,No Report
B17-15286,4/22/2017,14:17:35,April,Saturday,NOISE,211 E 2ND ST,LB104,BPD,No Report
B17-15292,4/22/2017,14:37:21,April,Saturday,NOISE,211 E 15TH ST,LB213,BPD,No Report
B17-15296,4/22/2017,15:10:52,April,Saturday,NOISE,1334 N WASHINGTON ST,LB212,BPD,No Report
B17-15297,4/22/2017,14:53:19,April,Saturday,NOISE,102 E KIRKWOOD AVE; THE UPTOWN CAFE,LB104,BPD,No Report
B17-15298,4/22/2017,15:14:40,April,Saturday,NOISE,500 S MULLER PKWY; VILLAGE AT MULLER PARK; CLUBHOUSE,LB404,BPD,No Report
B17-15305,4/22/2017,15:08:27,April,Saturday,NOISE,202 E 16TH ST,LB213,BPD,No Report
B17-15306,4/22/2017,15:28:48,April,Saturday,NOISE,S OVERHILL DR & E 5TH ST,LB222,BPD,No Report
B17-15311,4/22/2017,15:31:43,April,Saturday,NOISE,307 E 16TH ST,LB213,BPD,No Report
B17-15313,4/22/2017,15:35:39,April,Saturday,NOISE,211 E 15TH ST,LB213,BPD,No Report
B17-15315,4/22/2017,16:17:19,April,Saturday,NOISE,402 E 17TH ST,LB213,BPD,No Report
B17-15318,4/22/2017,15:37:01,April,Saturday,NOISE,1200 N WASHINGTON ST,LB213,BPD,No Report
B17-15319,4/22/2017,16:28:14,April,Saturday,NOISE,1305 N LINCOLN ST,LB212,BPD,No Report
B17-15327,4/22/2017,16:51:10,April,Saturday,NOISE,305 E 19TH ST,LB212,BPD,No Report
B17-15328,4/22/2017,16:56:14,April,Saturday,NOISE,E 15TH ST & N DUNN ST,LB214,BPD,No Report
B17-15329,4/22/2017,16:56:39,April,Saturday,NOISE,204 E 20TH ST,LB212,BPD,No Report
B17-15336,4/22/2017,17:25:31,April,Saturday,NOISE,331 E 12TH ST,LB213,BPD,No Report
