Incident,Date Reported,Time Reported,Month Reported,Day of Week,Nature,Incident address,Area,Agency,Report/No Report
B18-07827,02-26-18,13:06,February,Monday,DISTURBANCE IP,1800 N WALNUT ST; ROOM 106  MOTEL 6,LB212,BPD,NO REPORT
B18-07839,02-26-18,14:50,February,Monday,DISTURBANCE IP,408 S HARVEY DR; APT 5,LB402,BPD,NO REPORT
B18-07842,02-26-18,15:41,February,Monday,DISTURBANCE IP,414 S COLLEGE AVE; MY SISTERS CLOSET,LB103,BPD,NO REPORT
B18-07880,02-26-18,19:40,February,Monday,DISTURBANCE IP,619 W HOWE ST; BUILDING TRADES PARK,LB409,BPD,NO REPORT
B18-07909,02-26-18,23:01,February,Monday,DISTURBANCE IP,215 N WALNUT ST; BROTHERS BAR AND GRILL,LB101,BPD,NO REPORT
B18-08116,02-28-18,10:42,February,Wednesday,DISTURBANCE IP,3477 W 3RD ST; PLANET FITNESS,LB403,BPD,NO REPORT
B18-08121,02-28-18,11:31,February,Wednesday,DISTURBANCE IP,1332 W ARCH HAVEN AVE; VA OUTPATIENT,LB406,BPD,NO REPORT
B18-08254,03-01-18,11:11,March,Thursday,DISTURBANCE IP,3100 S WALNUT STREET PIKE,LB336,BPD,NO REPORT
B18-08260,03-01-18,11:43,March,Thursday,DISTURBANCE IP,221 W 2ND ST; WENDYS SEMINARY SQUARE,LB410,BPD,NO REPORT
B18-08267,03-01-18,12:21,March,Thursday,DISTURBANCE IP,3100 S WALNUT STREET PIKE,LB336,BPD,NO REPORT
B18-08384,03-02-18,02:55,March,Friday,DISTURBANCE IP,600 W 1ST ST,LB409,BPD,NO REPORT
B18-08467,03-02-18,15:27,March,Friday,DISTURBANCE IP,200 N GATES DR; DOLLAR TREE WHITEHALL CROSSING,LB524,BPD,NO REPORT
B18-08491,03-02-18,17:08,March,Friday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT B,LB336,BPD,NO REPORT
B18-08507,03-02-18,18:41,March,Friday,DISTURBANCE IP,1800 N WALNUT ST; MOTEL 6; RM 401,LB212,BPD,NO REPORT
B18-08508,03-02-18,18:41,March,Friday,DISTURBANCE IP,1800 N WALNUT ST; MOTEL 6; ROOM 401,LB212,BPD,NO REPORT
B18-08512,03-02-18,19:07,March,Friday,DISTURBANCE IP,1800 N WALNUT ST; MOTEL 6,LB212,BPD,NO REPORT
B18-08524,03-02-18,20:12,March,Friday,DISTURBANCE IP,2894 E 3RD ST,LB305,BPD,NO REPORT
B18-08525,03-02-18,20:18,March,Friday,DISTURBANCE IP,420 E KIRKWOOD AVE; CHIPOTLE MEXICAN GRILL KIRKWOOD,LB104,BPD,NO REPORT
B18-08530,03-02-18,20:51,March,Friday,DISTURBANCE IP,215 S WESTPLEX AVE; WHEELER MISSION MINISTRIES,LB521,BPD,NO REPORT
B18-08565,03-03-18,2.0254629629629629E-3,March,Saturday,DISTURBANCE IP,200 S MADISON ST; BICYCLE APARTMENTS; C216,LB103,BPD,NO REPORT
B18-08567,03-03-18,5.7523148148148143E-3,March,Saturday,DISTURBANCE IP,S DUNN ST & E KIRKWOOD AVE,LB102,BPD,NO REPORT
B18-08586,03-03-18,9.7118055555555569E-2,March,Saturday,DISTURBANCE IP,320 N WALNUT ST; JAPONEE;,LB102,BPD,NO REPORT
B18-08664,03-03-18,18:00,March,Saturday,DISTURBANCE IP,101 W 2ND ST; SEMINARY PARK,LB410,BPD,NO REPORT
B18-08676,03-03-18,19:36,March,Saturday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT B 131 WALNUT GROVE,LB336,BPD,NO REPORT
B18-08731,03-04-18,2.5925925925925925E-2,March,Sunday,DISTURBANCE IP,321 E 14TH ST; APT B3,LB213,BPD,NO REPORT
B18-08735,03-04-18,5.5046296296296295E-2,March,Sunday,DISTURBANCE IP,101 E 16TH ST,LB213,BPD,NO REPORT
B18-08753,03-04-18,03:44,March,Sunday,DISTURBANCE IP,1935 S BASSWOOD DR; CANDLEWOOD SUITES; ROOM 222,LB417,BPD,NO REPORT
B18-08820,03-04-18,15:52,March,Sunday,DISTURBANCE IP,1220 N ARLINGTON PARK DR; THE RESERVE  APT 103,LB514,BPD,NO REPORT
B18-08835,03-04-18,17:46,March,Sunday,DISTURBANCE IP,1800 N WALNUT ST; MOTEL 6; RM 133,LB212,BPD,NO REPORT
B18-08849,03-04-18,19:11,March,Sunday,DISTURBANCE IP,S WALNUT ST & E KIRKWOOD AVE,,BPD,NO REPORT
B18-08890,03-04-18,23:08,March,Sunday,DISTURBANCE IP,512 S BASSWOOD DR; APT L,LB404,BPD,NO REPORT
B18-08939,03-05-18,11:29,March,Monday,DISTURBANCE IP,331 S WASHINGTON ST; WALDRON HILL BUSKIRK PARK,LB104,BPD,NO REPORT
B18-08953,03-05-18,13:10,March,Monday,DISTURBANCE IP,2615 E 2ND ST;APT 7,LB304,BPD,NO REPORT
B18-08971,03-05-18,15:38,March,Monday,DISTURBANCE IP,275 E WINSLOW RD; VILLAGE PANTRY SOUTH,LB327,BPD,NO REPORT
B18-08979,03-05-18,16:33,March,Monday,DISTURBANCE IP,2500 S ROCKPORT RD; OFC MAIN,LB424,BPD,NO REPORT
B18-08981,03-05-18,16:45,March,Monday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT B124,LB336,BPD,NO REPORT
B18-09016,03-05-18,19:47,March,Monday,DISTURBANCE IP,2801 W HEARTWOOD CT; APT B,LB415,BPD,NO REPORT
B18-09081,03-06-18,08:42,March,Tuesday,DISTURBANCE IP,S WALNUT ST & E 1ST ST,LB410,BPD,NO REPORT
B18-09098,03-06-18,11:39,March,Tuesday,DISTURBANCE IP,1950 S MAXWELL ST,LB317,BPD,NO REPORT
B18-09114,03-06-18,13:43,March,Tuesday,DISTURBANCE IP,S HENDERSON ST & E NORTH DR,LB315,BPD,NO REPORT
B18-09167,03-06-18,18:18,March,Tuesday,DISTURBANCE IP,2125 S HIGHLAND AVE; MONROE COUNTY YMCA BLOOMINGTON,LB325,BPD,NO REPORT
B18-09188,03-06-18,20:38,March,Tuesday,DISTURBANCE IP,401 N MORTON ST; SHOWERS CITY HALL,LB101,BPD,NO REPORT
B18-09207,03-07-18,3.5509259259259261E-2,March,Wednesday,DISTURBANCE IP,202 E BURKS DR,LB336,BPD,NO REPORT
B18-09213,03-07-18,9.2129629629629631E-2,March,Wednesday,DISTURBANCE IP,1360 N ARLINGTON PARK DR,LB514,BPD,NO REPORT
B18-09216,03-07-18,02:36,March,Wednesday,DISTURBANCE IP,1279 N MAPLE ST,LB518,BPD,NO REPORT
B18-09257,03-07-18,12:43,March,Wednesday,DISTURBANCE IP,E 7TH ST & N WOODLAWN AVE,LIU14,BPD,NO REPORT
B18-09310,03-07-18,18:00,March,Wednesday,DISTURBANCE IP,2440 S HENDERSON ST; CRAWFORD APARTMENTS,LB327,BPD,NO REPORT
B18-09329,03-07-18,20:59,March,Wednesday,DISTURBANCE IP,703 W GOURLEY PIKE; APT 102,LB513,BPD,NO REPORT
B18-09423,03-08-18,12:03,March,Thursday,DISTURBANCE IP,620 S WALNUT ST; SHALOM CENTER,LB410,BPD,NO REPORT
B18-09510,03-08-18,19:27,March,Thursday,DISTURBANCE IP,1400 W RCA PARK DR; RCA COMMUNITY PARK,LB419,BPD,NO REPORT
B18-09542,03-09-18,3.5648148148148154E-3,March,Friday,DISTURBANCE IP,1319 W 13TH ST,LB517,BPD,NO REPORT
B18-09681,03-09-18,19:57,March,Friday,DISTURBANCE IP,S WALNUT ST & E KIRKWOOD AVE,,BPD,NO REPORT
B18-09685,03-09-18,20:06,March,Friday,DISTURBANCE IP,123 S FRANKLIN RD,LB523,BPD,NO REPORT
B18-09688,03-09-18,20:12,March,Friday,DISTURBANCE IP,S WASHINGTON ST & E KIRKWOOD AVE,LB104,BPD,NO REPORT
B18-09715,03-10-18,03:08,March,Saturday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; BUILDING B,LB336,BPD,NO REPORT
B18-09768,03-10-18,14:09,March,Saturday,DISTURBANCE IP,1307 W 3RD ST; VILLAGE PANTRY WEST,LB406,BPD,NO REPORT
B18-09873,03-11-18,07:44,March,Sunday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; BUILDING A,LB336,BPD,NO REPORT
B18-09884,03-11-18,10:26,March,Sunday,DISTURBANCE IP,1444 N ARLINGTON PARK DR; APT 511,LB514,BPD,NO REPORT
B18-09942,03-11-18,19:07,March,Sunday,DISTURBANCE IP,2311 S BRANDON CT,LB326,BPD,NO REPORT
B18-10026,03-12-18,10:24,March,Monday,DISTURBANCE IP,3707 W 3RD ST; VERIZON,LB403,BPD,NO REPORT
B18-10044,03-12-18,13:51,March,Monday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT B 161,LB336,BPD,NO REPORT
B18-10143,03-13-18,09:17,March,Tuesday,DISTURBANCE IP,500 S BASSWOOD DR,LB404,BPD,NO REPORT
B18-10154,03-13-18,13:03,March,Tuesday,DISTURBANCE IP,4001 E 3RD ST; EDWARDS SQUARE,LB219,BPD,NO REPORT
B18-10157,03-13-18,14:14,March,Tuesday,DISTURBANCE IP,2632 E 3RD ST; ASUKA JAPANESE STEAKHOUSE & SUSHI,LB304,BPD,NO REPORT
B18-10166,03-13-18,15:59,March,Tuesday,DISTURBANCE IP,W 10TH ST & N ADAMS ST,LB521,BPD,NO REPORT
B18-10178,03-13-18,17:30,March,Tuesday,DISTURBANCE IP,944 W MORAVEC WAY,LB520,BPD,NO REPORT
B18-10282,03-14-18,16:33,March,Wednesday,DISTURBANCE IP,275 E WINSLOW RD; VILLAGE PANTRY SOUTH,LB327,BPD,NO REPORT
B18-10311,03-14-18,22:12,March,Wednesday,DISTURBANCE IP,1611 S DORCHESTER DR,LB317,BPD,NO REPORT
B18-10330,03-15-18,3.9293981481481485E-2,March,Thursday,DISTURBANCE IP,1800 N WALNUT ST; MOTEL 6; ROOM 111,LB212,BPD,NO REPORT
B18-10383,03-15-18,10:53,March,Thursday,DISTURBANCE IP,645 S ROGERS ST; CENTERSTONE EAST 1,LB409,BPD,NO REPORT
B18-10412,03-15-18,14:55,March,Thursday,DISTURBANCE IP,2894 E 3RD ST; TMOBILE,LB305,BPD,NO REPORT
B18-10433,03-15-18,16:55,March,Thursday,DISTURBANCE IP,1105 S COLLEGE MALL RD; HOOSIER EYE DOCTOR,LB310,BPD,NO REPORT
B18-10441,03-15-18,18:02,March,Thursday,DISTURBANCE IP,S WALNUT ST & E 2ND ST,LB103,BPD,NO REPORT
B18-10452,03-15-18,20:11,March,Thursday,DISTURBANCE IP,930 W 17TH ST; WESTERN SKATELAND,LB513,BPD,NO REPORT
B18-10459,03-15-18,21:29,March,Thursday,DISTURBANCE IP,N ROGERS ST & B-LINE TRAIL,LB520,BPD,NO REPORT
B18-10529,03-16-18,14:15,March,Friday,DISTURBANCE IP,2315 S ROCKPORT RD; APT H,LB423,BPD,NO REPORT
B18-10596,03-16-18,23:11,March,Friday,DISTURBANCE IP,720 S COLLEGE MALL RD; LONGHORN STEAKHOUSE,LB305,BPD,NO REPORT
B18-10663,03-17-18,14:38,March,Saturday,DISTURBANCE IP,301 S COLLEGE AVE; BLOOMINGTON TRANSIT,LB103,BPD,NO REPORT
B18-10825,03-18-18,20:21,March,Sunday,DISTURBANCE IP,3008 S ACADIA CT; ACADIA COURTS,LB329,BPD,NO REPORT
B18-10831,03-18-18,20:58,March,Sunday,DISTURBANCE IP,601 W 2ND ST; IU HEALTH BLOOMINGTON HOSPITAL,LB409,BPD,NO REPORT
B18-10862,03-19-18,1.3078703703703703E-2,March,Monday,DISTURBANCE IP,2323 S BRANDON CT,LB326,BPD,NO REPORT
B18-10939,03-19-18,15:24,March,Monday,DISTURBANCE IP,202 E BURKS DR,LB336,BPD,NO REPORT
B18-10940,03-19-18,15:28,March,Monday,DISTURBANCE IP,601 W 2ND ST; IU HEALTH BLOOMINGTON HOSPITAL,LB409,BPD,NO REPORT
B18-10981,03-19-18,21:57,March,Monday,DISTURBANCE IP,338 S WASHINGTON ST; MIDDLE WAY HOUSE,LB104,BPD,NO REPORT
B18-11028,03-20-18,09:27,March,Tuesday,DISTURBANCE IP,N BLAIR AVE & W 14TH ST,LB518,BPD,NO REPORT
B18-11104,03-20-18,19:37,March,Tuesday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT B98,LB336,BPD,NO REPORT
B18-11200,03-21-18,14:22,March,Wednesday,DISTURBANCE IP,303 E KIRKWOOD AVE; MONROE COUNTY PUBLIC LIBRARY,LB102,BPD,NO REPORT
B18-11212,03-21-18,15:37,March,Wednesday,DISTURBANCE IP,118 N WALNUT ST,LB102,BPD,NO REPORT
B18-11253,03-21-18,21:22,March,Wednesday,DISTURBANCE IP,215 S WESTPLEX AVE; WHEELER MISSION MINISTRIES,LB521,BPD,NO REPORT
B18-11282,03-21-18,22:51,March,Wednesday,DISTURBANCE IP,4332 W HEATHERWOOD LN,LB428,BPD,NO REPORT
B18-11299,03-22-18,1.6875000000000001E-2,March,Thursday,DISTURBANCE IP,703 W GOURLEY PIKE; APT 144,LB513,BPD,NO REPORT
B18-11334,03-22-18,09:38,March,Thursday,DISTURBANCE IP,1543 S ARBORS LN,LB319,BPD,NO REPORT
B18-11376,03-22-18,15:58,March,Thursday,DISTURBANCE IP,N WASHINGTON ST & E 7TH ST,LB102,BPD,NO REPORT
B18-11418,03-22-18,20:34,March,Thursday,DISTURBANCE IP,215 S WESTPLEX AVE; WHEELER MISSION MINISTRIES,LB521,BPD,NO REPORT
B18-11445,03-22-18,22:50,March,Thursday,DISTURBANCE IP,862 E SHERWOOD HILLS DR,LB329,BPD,NO REPORT
B18-11482,03-23-18,04:20,March,Friday,DISTURBANCE IP,200 S MADISON ST; BICYCLE APARTMENTS,LB103,BPD,NO REPORT
B18-11533,03-23-18,14:10,March,Friday,DISTURBANCE IP,115 N DUNN ST; BLOOMINGTON BAGLE,LB102,BPD,NO REPORT
B18-11557,03-23-18,16:31,March,Friday,DISTURBANCE IP,240 N GATES DR; PETSMART,LB524,BPD,NO REPORT
B18-11562,03-23-18,17:05,March,Friday,DISTURBANCE IP,1815 S WALNUT ST; ADAPTIVE NURSING AND HEALTH CARE,LB315,BPD,NO REPORT
B18-11603,03-23-18,22:07,March,Friday,DISTURBANCE IP,401 S VILLAGE CT,LB402,BPD,NO REPORT
B18-11711,03-24-18,21:29,March,Saturday,DISTURBANCE IP,105 W 4TH ST; 4TH STREET PARKING GARAGE,LB103,BPD,NO REPORT
B18-11731,03-25-18,8.0150462962962965E-2,March,Sunday,DISTURBANCE IP,419 E 7TH ST;APT 12,LB102,BPD,NO REPORT
B18-11740,03-25-18,03:16,March,Sunday,DISTURBANCE IP,512 S BASSWOOD DR;APT C,LB404,BPD,NO REPORT
B18-11804,03-25-18,16:39,March,Sunday,DISTURBANCE IP,2615 E 2ND ST; APT 11,LB304,BPD,NO REPORT
B18-11811,03-25-18,17:36,March,Sunday,DISTURBANCE IP,901 N INDIANA AVE; VILLAGE PANTRY NORTH,LB214,BPD,NO REPORT
B18-11955,03-26-18,18:11,March,Monday,DISTURBANCE IP,S ROGERS ST & W CHAMBERS DR,LB420,BPD,NO REPORT
B18-11974,03-26-18,20:11,March,Monday,DISTURBANCE IP,500 S LIBERTY DR; KROGER WHITEHALL,LB403,BPD,NO REPORT
B18-11985,03-26-18,21:12,March,Monday,DISTURBANCE IP,215 S WESTPLEX AVE; WHEELER MISSION MINISTRIES,LB521,BPD,NO REPORT
B18-12035,03-27-18,10:24,March,Tuesday,DISTURBANCE IP,3170 S WALNUT ST,LB433,BPD,NO REPORT
B18-12063,03-27-18,14:36,March,Tuesday,DISTURBANCE IP,3093 E AMY LN,LB221,BPD,NO REPORT
B18-12084,03-27-18,17:22,March,Tuesday,DISTURBANCE IP,1921 S WALNUT ST; STARBUCKS SOUTH,LB315,BPD,NO REPORT
B18-12189,03-28-18,13:38,March,Wednesday,DISTURBANCE IP,1307 S WALNUT ST,LB314,BPD,NO REPORT
B18-12194,03-28-18,14:19,March,Wednesday,DISTURBANCE IP,311 S MULLER PKWY,LB405,BPD,NO REPORT
B18-12245,03-28-18,21:03,March,Wednesday,DISTURBANCE IP,341 S LINCOLN ST,LB104,BPD,NO REPORT
B18-12282,03-29-18,1.5486111111111112E-2,March,Thursday,DISTURBANCE IP,2332 S WINSLOW CT,LB326,BPD,NO REPORT
B18-12330,03-29-18,10:14,March,Thursday,DISTURBANCE IP,2310 N WALNUT ST; AAA HOOSIER MOTOR CLUB,LB209,BPD,NO REPORT
B18-12416,03-29-18,20:20,March,Thursday,DISTURBANCE IP,221 W 2ND ST; WENDYS SEMINARY SQUARE,LB410,BPD,NO REPORT
B18-12420,03-29-18,20:31,March,Thursday,DISTURBANCE IP,N ROGERS ST & B-LINE TRAIL,LB520,BPD,NO REPORT
B18-12427,03-29-18,21:51,March,Thursday,DISTURBANCE IP,2500 S ROCKPORT RD; APT 2806,LB424,BPD,NO REPORT
B18-12435,03-29-18,22:37,March,Thursday,DISTURBANCE IP,309 N WALNUT ST; TACO BELL NORTH,LB101,BPD,NO REPORT
B18-12445,03-29-18,23:33,March,Thursday,DISTURBANCE IP,919 S ROGERS ST; FRIENDS PLACE,LB412,BPD,NO REPORT
B18-12446,03-29-18,23:44,March,Thursday,DISTURBANCE IP,720 W DODDS ST; APT A-3,LB412,BPD,NO REPORT
B18-12497,03-30-18,08:18,March,Friday,DISTURBANCE IP,1710 N KINSER PIKE; HOLIDAY INN BLOOMINGTON,LB512,BPD,NO REPORT
B18-12504,03-30-18,09:12,March,Friday,DISTURBANCE IP,3220 E JOHN HINKLE PL,LB221,BPD,NO REPORT
B18-12569,03-30-18,16:55,March,Friday,DISTURBANCE IP,S HIGH ST & E 3RD ST,LB303,BPD,NO REPORT
B18-12628,03-30-18,23:24,March,Friday,DISTURBANCE IP,424 S WALNUT ST; PLAYERS PUB,LB103,BPD,NO REPORT
B18-12644,03-31-18,5.1307870370370372E-2,March,Saturday,DISTURBANCE IP,2400 S WALNUT ST; TACO BELL SOUTH,LB422,BPD,NO REPORT
B18-12650,03-31-18,6.4456018518518524E-2,March,Saturday,DISTURBANCE IP,525 S PATTERSON DR; UNIT 16102,LB406,BPD,NO REPORT
B18-12700,03-31-18,11:58,March,Saturday,DISTURBANCE IP,3100 S WALNUT STREET PIKE,LB336,BPD,NO REPORT
B18-12721,03-31-18,14:24,March,Saturday,DISTURBANCE IP,301 S WALNUT ST,LB104,BPD,NO REPORT
B18-12776,03-31-18,21:10,March,Saturday,DISTURBANCE IP,2881 S WALNUT STREET PIKE,LB329,BPD,NO REPORT
B18-00520,01-04-18,21:46,January,Thursday,DISTURBANCE NP,860 E MILLER DR; 3203 MOORES PIKE,LB316,BPD,NO REPORT
B18-00949,01-08-18,11:22,January,Monday,DISTURBANCE NP,3100 S WALNUT STREET PIKE; WALNUT GROVE,LB336,BPD,NO REPORT
B18-04406,02-02-18,18:42,February,Friday,DISTURBANCE NP,505 W 17TH ST ; SMOKIN JACKS,LB518,BPD,NO REPORT
B18-04564,02-03-18,21:34,February,Saturday,DISTURBANCE NP,930 W 17TH ST; WESTERN SKATELAND,LB513,BPD,NO REPORT
B18-06435,02-17-18,06:21,February,Saturday,DISTURBANCE NP,205 E 17TH ST; APT 3; 220 E 3RD,LB212,BPD,NO REPORT
B18-07468,02-23-18,20:49,February,Friday,DISTURBANCE NP,3310 S ODELL DR; APT 1,LB336,BPD,NO REPORT
B18-12115,03-27-18,21:55,March,Tuesday,DISTURBANCE NP,2639 E 2ND ST,LB304,BPD,NO REPORT
B18-12746,03-31-18,16:42,March,Saturday,DISTURBANCE NP,1175 S COLLEGE MALL RD; KROGER JACKSON CREEK,LB310,BPD,NO REPORT
B18-00011,01-01-18,4.3981481481481483E-2,January,Monday,DRUNK,215 N WALNUT ST; BROTHERS BAR AND GRILL,LB101,BPD,NO REPORT
B18-00219,01-02-18,21:32,January,Tuesday,DRUNK,2440 S HENDERSON ST; CRAWFORD APARTMENTS,LB327,BPD,NO REPORT
B18-00764,01-06-18,22:46,January,Saturday,DRUNK,2929 W 3RD ST; AMC SHOWPLACE THEATER 12 WEST,LB404,BPD,NO REPORT
B18-01209,01-10-18,5.6527777777777781E-2,January,Wednesday,DRUNK,830 W 7TH ST,LB520,BPD,NO REPORT
B18-01707,01-14-18,06:00,January,Sunday,DRUNK,122 E MILLER DR; IRON PIT,LB315,BPD,NO REPORT
B18-02138,01-17-18,17:47,January,Wednesday,DRUNK,3315 E LONGVIEW AVE; APT 14,LB221,BPD,NO REPORT
B18-02244,01-18-18,14:11,January,Thursday,DRUNK,542 S WALNUT ST; BLOOMINGTON CAR WASH,LB410,BPD,NO REPORT
B18-02261,01-18-18,16:04,January,Thursday,DRUNK,S WALNUT ST & E HILLSIDE DR,LB421,BPD,NO REPORT
B18-02324,01-19-18,3.0578703703703702E-2,January,Friday,DRUNK,S HENDERSON ST & E ATWATER AVE,LIU14,BPD,NO REPORT
B18-02483,01-20-18,03:25,January,Saturday,DRUNK,E 14TH ST & N DUNN ST,LB213,BPD,NO REPORT
B18-02620,01-21-18,1.5856481481481482E-2,January,Sunday,DRUNK,1150 S CLARIZZ BLVD; BUILDING B,LB310,BPD,NO REPORT
B18-02624,01-21-18,3.6168981481481483E-2,January,Sunday,DRUNK,N WALNUT ST & E 9TH ST,LB101,BPD,NO REPORT
B18-02637,01-21-18,9.5671296296296296E-2,January,Sunday,DRUNK,2446 S HENDERSON ST; CRAWFORD II,LB327,BPD,NO REPORT
B18-02642,01-21-18,03:03,January,Sunday,DRUNK,S ROGERS ST & W PATTERSON DR,LB412,BPD,NO REPORT
B18-02653,01-21-18,04:43,January,Sunday,DRUNK,501 N COLLEGE AVE; SPRINGHILL SUITES,LB101,BPD,NO REPORT
B18-02903,01-23-18,4.1874999999999996E-2,January,Tuesday,DRUNK,252 N WALNUT ST; APT A,LB102,BPD,NO REPORT
B18-03043,01-24-18,2.8472222222222219E-3,January,Wednesday,DRUNK,105 W 7TH ST; VIDEO SALOON,LB101,BPD,NO REPORT
B18-03125,01-24-18,17:45,January,Wednesday,DRUNK,411 S COLLEGE MALL RD,LB305,BPD,NO REPORT
B18-03525,01-26-18,23:57,January,Friday,DRUNK,E 3RD ST & S DUNN ST,LB104,BPD,NO REPORT
B18-03545,01-27-18,6.3784722222222215E-2,January,Saturday,DRUNK,2424 S WALNUT ST; LUCKYS MARKET,LB422,BPD,NO REPORT
B18-03589,01-27-18,12:32,January,Saturday,DRUNK,1616 W 3RD ST; ROLY POLY SANDWICHES,LB521,BPD,NO REPORT
B18-03676,01-28-18,8.965277777777779E-2,January,Sunday,DRUNK,406 N FESS AVE,LB215,BPD,NO REPORT
B18-03692,01-28-18,04:37,January,Sunday,DRUNK,3315 E LONGVIEW AVE,LB221,BPD,NO REPORT
B18-03943,01-30-18,15:56,January,Tuesday,DRUNK,1203 W 12TH ST,LB517,BPD,NO REPORT
B18-04373,02-02-18,15:22,February,Friday,DRUNK,S WALNUT ST & E BURKS DR,LB336,BPD,NO REPORT
B18-04737,02-05-18,11:32,February,Monday,DRUNK,S WALNUT ST & E KIRKWOOD AVE,,BPD,NO REPORT
B18-05258,02-08-18,19:42,February,Thursday,DRUNK,245 N COLLEGE AVE; HILTON GARDENS INN BLOOMINGTON,LB101,BPD,NO REPORT
B18-05308,02-09-18,02:58,February,Friday,DRUNK,N WALNUT ST & E 7TH ST,LB102,BPD,NO REPORT
B18-05311,02-09-18,03:35,February,Friday,DRUNK,309 N WALNUT ST; TACO BELL NORTH,LB101,BPD,NO REPORT
B18-05312,02-09-18,04:18,February,Friday,DRUNK,310 S COLLEGE AVE; COURTYARD BLOOMINGTON,LB103,BPD,NO REPORT
B18-05529,02-10-18,19:23,February,Saturday,DRUNK,S WALKER ST & W 2ND ST,LB406,BPD,NO REPORT
B18-05601,02-11-18,07:41,February,Sunday,DRUNK,S PATTERSON DR & W 3RD ST,LB406,BPD,NO REPORT
B18-05610,02-11-18,10:37,February,Sunday,DRUNK,3100 S WALNUT STREET PIKE,LB336,BPD,NO REPORT
B18-06148,02-15-18,8.8668981481481488E-2,February,Thursday,DRUNK,601 W 2ND ST; IU HEALTH BLOOMINGTON HOSPITAL,LB409,BPD,NO REPORT
B18-06157,02-15-18,04:22,February,Thursday,DRUNK,309 N WALNUT ST; TACO BELL NORTH,LB101,BPD,NO REPORT
B18-06161,02-15-18,07:34,February,Thursday,DRUNK,103 N COLLEGE AVE,LB101,BPD,NO REPORT
B18-06302,02-16-18,09:43,February,Friday,DRUNK,N MAPLE ST & W 17TH ST,LB513,BPD,NO REPORT
B18-06548,02-18-18,7.0532407407407405E-2,February,Sunday,DRUNK,609 W DODDS ST,LB412,BPD,NO REPORT
B18-06650,02-18-18,22:30,February,Sunday,DRUNK,1314 N DUNN ST,LB214,BPD,NO REPORT
B18-06999,02-21-18,9.2476851851851852E-3,February,Wednesday,DRUNK,N DUNN ST & E 6TH ST,LB102,BPD,NO REPORT
B18-07141,02-21-18,21:52,February,Wednesday,DRUNK,317 E WINSLOW RD; AVERS PIZZA SOUTH,LB326,BPD,NO REPORT
B18-07172,02-22-18,6.8321759259259263E-2,February,Thursday,DRUNK,N WALNUT ST & E 7TH ST,LB102,BPD,NO REPORT
B18-07176,02-22-18,9.1770833333333343E-2,February,Thursday,DRUNK,501 N COLLEGE AVE; SPRINGHILL SUITES,LB101,BPD,NO REPORT
B18-07341,02-23-18,7.9259259259259265E-2,February,Friday,DRUNK,513 E 14TH ST; APT C,LB214,BPD,NO REPORT
B18-07500,02-24-18,2.7893518518518519E-3,February,Saturday,DRUNK,502 E KIRKWOOD AVE; KILROYS KIRKWOOD,LB104,BPD,NO REPORT
B18-07638,02-24-18,23:46,February,Saturday,DRUNK,S GRANT ST & E 3RD ST,LB104,BPD,NO REPORT
B18-07660,02-25-18,7.8032407407407411E-2,February,Sunday,DRUNK,712 E 8TH ST,LB215,BPD,NO REPORT
B18-07672,02-25-18,03:51,February,Sunday,DRUNK,942 S SARA CT,LB308,BPD,NO REPORT
B18-07774,02-26-18,03:16,February,Monday,DRUNK,302 S WALNUT ST; NAPA AUTO PARTS,LB103,BPD,NO REPORT
B18-07936,02-27-18,07:12,February,Tuesday,DRUNK,W 3RD ST & S LANDMARK AVE,LB405,BPD,NO REPORT
B18-08085,02-28-18,6.8738425925925925E-2,February,Wednesday,DRUNK,430 E KIRKWOOD AVE,LB104,BPD,NO REPORT
B18-08346,03-01-18,22:58,March,Thursday,DRUNK,215 S WESTPLEX AVE; WHEELER MISSION MINISTRIES,LB521,BPD,NO REPORT
B18-08386,03-02-18,03:17,March,Friday,DRUNK,E STATE ROAD 45 46 BYPASS & N DUNN ST,LB210,BPD,NO REPORT
B18-08393,03-02-18,03:53,March,Friday,DRUNK,710 N MORTON ST; THE PARK ON MORTON OFFICE,LB519,BPD,NO REPORT
B18-08396,03-02-18,05:00,March,Friday,DRUNK,201 W 17TH ST; CIRCLE K GAS 17TH AND COLLEGE,LB519,BPD,NO REPORT
B18-08417,03-02-18,09:12,March,Friday,DRUNK,505 E NORTH DR; MCCSC TRANSPORTATION,LB315,BPD,NO REPORT
B18-08506,03-02-18,18:35,March,Friday,DRUNK,621 W 17TH ST; 17TH STREET COIN LAUNDRY,LB518,BPD,NO REPORT
B18-08534,03-02-18,21:33,March,Friday,DRUNK,S WALNUT ST & W 3RD ST,LB103,BPD,NO REPORT
B18-08535,03-02-18,21:36,March,Friday,DRUNK,E MOODY DR & S HENDERSON ST,LB316,BPD,NO REPORT
B18-08573,03-03-18,4.282407407407407E-2,March,Saturday,DRUNK,S LINCOLN ST & E KIRKWOOD AVE,LB104,BPD,NO REPORT
