Incident,Date Reported,Time Reported,Month Reported,Day of Week,Nature,Incident address,Area,Agency,Clearance Code desc
B16-47847,11/30/2016,23:11:05,November,Wednesday,DISTURBANCE IP,301 S WALNUT ST,LB104,BPD,NO REPORT NEEDED
B16-47800,11/30/2016,15:48:24,November,Wednesday,DISTURBANCE IP,2381 S BRANDON CT,LB326,BPD,REPORT NEEDED
B16-47792,11/30/2016,15:11:06,November,Wednesday,DISTURBANCE IP,2381 S BRANDON CT,LB326,BPD,NO REPORT NEEDED
B16-47759,11/30/2016,11:55:35,November,Wednesday,DISTURBANCE IP,1320 N ARLINGTON PARK DR; THE RESERVE AT CHANDLERS GLEN,LB514,BPD,REPORT NEEDED
B16-47758,11/30/2016,11:49:00,November,Wednesday,DISTURBANCE IP,2490 S WALNUT ST; OLD NATIONAL BANK SOUTH,LB422,BPD,NO REPORT NEEDED
B16-47742,11/30/2016,9:13:24,November,Wednesday,DISTURBANCE IP,1007 N SUMMIT ST; HOUSING AUTHORITY,LB517,BPD,NO REPORT NEEDED
B16-47722,11/30/2016,1:55:14,November,Wednesday,DISTURBANCE IP,S WALNUT ST & E KIRKWOOD AVE,,BPD,NO REPORT NEEDED
B16-47683,11/29/2016,19:54:26,November,Tuesday,DISTURBANCE IP,N LINCOLN ST & E 6TH ST,LB102,BPD,REPORT NEEDED
B16-47622,11/29/2016,12:35:56,November,Tuesday,DISTURBANCE IP,W 3RD ST & S MULLER PKWY; ON THE WAY GAS STATION,LB522,BPD,NO REPORT NEEDED
B16-47615,11/29/2016,10:58:22,November,Tuesday,DISTURBANCE IP,N WALNUT ST & E 14TH ST,LB519,BPD,NO REPORT NEEDED
B16-47567,11/28/2016,20:15:49,November,Monday,DISTURBANCE IP,1511 S HUNTINGTON DR,LB316,BPD,NO REPORT NEEDED
B16-47559,11/28/2016,19:15:52,November,Monday,DISTURBANCE IP,1916 N MAXINE RD,LB510,BPD,REPORT NEEDED
B16-47529,11/28/2016,15:37:00,November,Monday,DISTURBANCE IP,301 S WALNUT ST; BT STATION,LB104,BPD,NO REPORT NEEDED
B16-47491,11/28/2016,11:48:07,November,Monday,DISTURBANCE IP,621 N WALNUT ST; PARKER REAL ESTATE,LB519,BPD,NO REPORT NEEDED
B16-47465,11/28/2016,6:16:37,November,Monday,DISTURBANCE IP,633 N MAPLE ST,LB518,BPD,NO REPORT NEEDED
B16-47458,11/28/2016,1:58:41,November,Monday,DISTURBANCE IP,703 W GOURLEY PIKE; APT 22,LB513,BPD,NO REPORT NEEDED
B16-47448,11/27/2016,23:36:30,November,Sunday,DISTURBANCE IP,2422 S WINSLOW CT,LB326,BPD,REPORT NEEDED
B16-47436,11/27/2016,21:25:02,November,Sunday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; B LOBBY,LB336,BPD,NO REPORT NEEDED
B16-47387,11/27/2016,11:58:42,November,Sunday,DISTURBANCE IP,1722 N WALNUT ST; AMERICAS BEST VALUE INN,LB212,BPD,NO REPORT NEEDED
B16-47370,11/27/2016,2:33:30,November,Sunday,DISTURBANCE IP,601 W 2ND ST; IU HEALTH BLOOMINGTON HOSPITAL,LB409,BPD,NO REPORT NEEDED
B16-47357,11/26/2016,23:35:01,November,Saturday,DISTURBANCE IP,217 W KIRKWOOD AVE; HYATT PLACE HOTEL; ROOM 620,LB103,BPD,NO REPORT NEEDED
B16-47337,11/26/2016,20:17:23,November,Saturday,DISTURBANCE IP,423 E KIRKWOOD AVE; NICKS ENGLISH HUT,LB102,BPD,NO REPORT NEEDED
B16-47237,11/25/2016,21:56:10,November,Friday,DISTURBANCE IP,3100 S WALNUT STREET PIKE,LB336,BPD,NO REPORT NEEDED
B16-47214,11/25/2016,18:15:50,November,Friday,DISTURBANCE IP,309 N WALNUT ST; TACO BELL NORTH,LB101,BPD,NO REPORT NEEDED
B16-47208,11/25/2016,17:34:37,November,Friday,DISTURBANCE IP,2419 S WINSLOW CT,LB326,BPD,NO REPORT NEEDED
B16-47186,11/25/2016,14:10:40,November,Friday,DISTURBANCE IP,500 S BASSWOOD DR; APT M,LB404,BPD,NO REPORT NEEDED
B16-47123,11/24/2016,17:12:56,November,Thursday,DISTURBANCE IP,410 S WALNUT ST,LB103,BPD,NO REPORT NEEDED
B16-47094,11/24/2016,3:23:00,November,Thursday,DISTURBANCE IP,215 N WALNUT ST; BROTHERS BAR AND GRILL,LB101,BPD,NO REPORT NEEDED
B16-47082,11/24/2016,0:49:55,November,Thursday,DISTURBANCE IP,1292 S COBBLE CREEK CIR,LB309,BPD,NO REPORT NEEDED
B16-47081,11/24/2016,0:49:01,November,Thursday,DISTURBANCE IP,221 N WALNUT ST; BLACKS MERCANTILE,LB101,BPD,NO REPORT NEEDED
B16-47041,11/23/2016,18:52:59,November,Wednesday,DISTURBANCE IP,503 W KIRKWOOD AVE; CIRCLE K KIRKWOOD AND ROGERS,LB408,BPD,NO REPORT NEEDED
B16-47029,11/23/2016,16:55:58,November,Wednesday,DISTURBANCE IP,525 S VILLAGE CT,LB402,BPD,NO REPORT NEEDED
B16-47023,11/23/2016,15:49:01,November,Wednesday,DISTURBANCE IP,3205 W STATE ROAD 45; SAMS CLUB,LB416,BPD,NO REPORT NEEDED
B16-47021,11/23/2016,15:13:31,November,Wednesday,DISTURBANCE IP,S HENDERSON ST & E HILLSIDE DR,LB314,BPD,NO REPORT NEEDED
B16-47007,11/23/2016,13:48:54,November,Wednesday,DISTURBANCE IP,303 E KIRKWOOD AVE; MONROE CO LIBRARY,LB102,BPD,NO REPORT NEEDED
B16-46970,11/23/2016,2:41:51,November,Wednesday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT B147,LB336,BPD,REPORT NEEDED
B16-46921,11/22/2016,16:20:10,November,Tuesday,DISTURBANCE IP,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,NO REPORT NEEDED
B16-46909,11/22/2016,15:19:12,November,Tuesday,DISTURBANCE IP,1751 N STONELAKE DR; SUPER 8 MOTEL,LB510,BPD,NO REPORT NEEDED
B16-46800,11/21/2016,17:00:03,November,Monday,DISTURBANCE IP,2416 S BRITTANY LN,LB326,BPD,REPORT NEEDED
B16-46793,11/21/2016,16:02:27,November,Monday,DISTURBANCE IP,423 E KIRKWOOD AVE; NICKS ENGLISH HUT,LB102,BPD,NO REPORT NEEDED
B16-46784,11/21/2016,14:54:18,November,Monday,DISTURBANCE IP,400 N WALNUT ST; THE ELKS LODGE #446,LB102,BPD,NO REPORT NEEDED
B16-46779,11/21/2016,14:27:18,November,Monday,DISTURBANCE IP,2416 S BRITTANY LN,LB326,BPD,NO REPORT NEEDED
B16-46657,11/20/2016,5:45:53,November,Sunday,DISTURBANCE IP,100 S PETE ELLIS DR; apt d6,LB221,BPD,NO REPORT NEEDED
B16-46638,11/19/2016,23:36:43,November,Saturday,DISTURBANCE IP,302 S COLLEGE AVE; BLGTN/MOROE COUNTY CONVENTION CENTER,LB103,BPD,NO REPORT NEEDED
B16-46612,11/19/2016,18:44:56,November,Saturday,DISTURBANCE IP,412 E 6TH ST; RUNCIBLE SPOON,LB102,BPD,NO REPORT NEEDED
B16-46578,11/19/2016,12:18:46,November,Saturday,DISTURBANCE IP,435 S WALNUT ST; BIG RED LIQUORS E 2ND ST,LB104,BPD,NO REPORT NEEDED
B16-46548,11/19/2016,6:57:23,November,Saturday,DISTURBANCE IP,211 E 6TH ST,LB102,BPD,NO REPORT NEEDED
B16-46523,11/18/2016,23:34:26,November,Friday,DISTURBANCE IP,309 N WALNUT ST; TACO BELL NORTH,LB101,BPD,NO REPORT NEEDED
B16-46518,11/18/2016,22:14:52,November,Friday,DISTURBANCE IP,714 S FAIRVIEW ST; APT 5,LB409,BPD,REPORT NEEDED
B16-46507,11/18/2016,20:10:12,November,Friday,DISTURBANCE IP,121 E KIRKWOOD AVE; CVS DOWNTOWN,LB102,BPD,NO REPORT NEEDED
B16-46373,11/17/2016,23:52:40,November,Thursday,DISTURBANCE IP,2661 E 7TH ST; APT G,LB221,BPD,NO REPORT NEEDED
B16-46362,11/17/2016,22:22:08,November,Thursday,DISTURBANCE IP,6TH & MORTON,LB101,BPD,NO REPORT NEEDED
B16-46339,11/17/2016,19:17:02,November,Thursday,DISTURBANCE IP,1233 W 10TH ST,LB521,BPD,NO REPORT NEEDED
B16-46308,11/17/2016,15:38:17,November,Thursday,DISTURBANCE IP,107 N DUNN ST; 420BLOOMINGTON; HARTZELLS ICE CREAM,LB102,BPD,NO REPORT NEEDED
B16-46240,11/17/2016,2:47:37,November,Thursday,DISTURBANCE IP,420 E 6TH ST,LB102,BPD,NO REPORT NEEDED
B16-46175,11/16/2016,16:27:51,November,Wednesday,DISTURBANCE IP,1100 W KIRKWOOD AVE,LB521,BPD,NO REPORT NEEDED
B16-46150,11/16/2016,14:28:43,November,Wednesday,DISTURBANCE IP,610 N SUMMIT ST,LB517,BPD,NO REPORT NEEDED
B16-46132,11/16/2016,12:26:03,November,Wednesday,DISTURBANCE IP,2400 S WALNUT ST; TACO BELL SOUTH,LB422,BPD,NO REPORT NEEDED
B16-46129,11/16/2016,12:14:44,November,Wednesday,DISTURBANCE IP,645 S ROGERS ST; CENTERSTONE EAST 1,LB409,BPD,NO REPORT NEEDED
B16-46099,11/16/2016,4:55:22,November,Wednesday,DISTURBANCE IP,2500 S ROCKPORT RD; APT 1504,LB424,BPD,REPORT NEEDED
B16-46096,11/16/2016,3:08:38,November,Wednesday,DISTURBANCE IP,402 S DUNN ST,LB104,BPD,NO REPORT NEEDED
B16-46088,11/16/2016,1:17:13,November,Wednesday,DISTURBANCE IP,402 S DUNN ST,LB104,BPD,NO REPORT NEEDED
B16-46076,11/15/2016,23:54:04,November,Tuesday,DISTURBANCE IP,2348 S WINSLOW CT,LB326,BPD,NO REPORT NEEDED
B16-46068,11/15/2016,23:15:16,November,Tuesday,DISTURBANCE IP,N HOPEWELL ST & W 8TH ST,LB521,BPD,NO REPORT NEEDED
B16-46049,11/15/2016,20:38:45,November,Tuesday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT A34,LB336,BPD,REPORT NEEDED
B16-45948,11/15/2016,2:31:36,November,Tuesday,DISTURBANCE IP,908 S WASHINGTON ST; ARIEL APARTMENTS; APT 6,LB314,BPD,NO REPORT NEEDED
B16-45927,11/14/2016,21:31:56,November,Monday,DISTURBANCE IP,309 N WALNUT ST; TACO BELL NORTH,LB101,BPD,NO REPORT NEEDED
B16-45926,11/14/2016,21:12:47,November,Monday,DISTURBANCE IP,309 N WALNUT ST; TACO BELL NORTH,LB101,BPD,NO REPORT NEEDED
B16-45918,11/14/2016,20:15:33,November,Monday,DISTURBANCE IP,309 N WALNUT ST; TACO BELL NORTH,LB101,BPD,NO REPORT NEEDED
B16-45908,11/14/2016,18:24:19,November,Monday,DISTURBANCE IP,520 S BASSWOOD DR; APT A,LB404,BPD,REPORT NEEDED
B16-45894,11/14/2016,16:52:25,November,Monday,DISTURBANCE IP,303 E KIRKWOOD AVE,LB102,BPD,REPORT NEEDED
B16-45864,11/14/2016,13:52:24,November,Monday,DISTURBANCE IP,1890 S WALNUT ST; APT 11,LB421,BPD,NO REPORT NEEDED
B16-45811,11/14/2016,1:19:09,November,Monday,DISTURBANCE IP,2500 S ROCKPORT RD; APT 2308,LB424,BPD,NO REPORT NEEDED
B16-45751,11/13/2016,15:07:41,November,Sunday,DISTURBANCE IP,1307 W 3RD ST; VILLAGE PANTRY WEST,LB406,BPD,NO REPORT NEEDED
B16-45709,11/13/2016,7:25:58,November,Sunday,DISTURBANCE IP,1105 N ILLINOIS ST,LB517,BPD,NO REPORT NEEDED
B16-45695,11/13/2016,2:10:09,November,Sunday,DISTURBANCE IP,319 N WALNUT ST; KILROYS SPORTS BAR,LB101,BPD,REPORT NEEDED
B16-45688,11/13/2016,1:40:57,November,Sunday,DISTURBANCE IP,111 E 12TH ST,LB213,BPD,NO REPORT NEEDED
B16-45648,11/12/2016,21:11:53,November,Saturday,DISTURBANCE IP,216 N WALNUT ST; BLUE BIRD,LB102,BPD,NO REPORT NEEDED
B16-45624,11/12/2016,18:45:19,November,Saturday,DISTURBANCE IP,907 W 7TH ST,LB520,BPD,NO REPORT NEEDED
B16-45616,11/12/2016,17:59:44,November,Saturday,DISTURBANCE IP,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,NO REPORT NEEDED
B16-45610,11/12/2016,17:15:57,November,Saturday,DISTURBANCE IP,823 N MAPLE ST,LB518,BPD,NO REPORT NEEDED
B16-45607,11/12/2016,16:25:03,November,Saturday,DISTURBANCE IP,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,NO REPORT NEEDED
B16-45576,11/12/2016,13:02:50,November,Saturday,DISTURBANCE IP,703 W GOURLEY PIKE; APT 179,LB513,BPD,NO REPORT NEEDED
B16-45536,11/12/2016,4:24:03,November,Saturday,DISTURBANCE IP,2300 N WALNUT ST; MCDONALDS NORTH,LB209,BPD,NO REPORT NEEDED
B16-45531,11/12/2016,3:15:18,November,Saturday,DISTURBANCE IP,501 N COLLEGE AVE; SPRINGHILL SUITES ; RM 112,LB101,BPD,NO REPORT NEEDED
B16-45528,11/12/2016,2:05:11,November,Saturday,DISTURBANCE IP,S WASHINGTON ST & E KIRKWOOD AVE,LB104,BPD,NO REPORT NEEDED
B16-45511,11/11/2016,23:30:33,November,Friday,DISTURBANCE IP,205 E KIRKWOOD AVE; FIRST CHRISTIAN CHURCH,LB102,BPD,NO REPORT NEEDED
B16-45488,11/11/2016,20:10:46,November,Friday,DISTURBANCE IP,N DUNN ST & E 6TH ST,LB102,BPD,NO REPORT NEEDED
B16-45423,11/11/2016,12:53:05,November,Friday,DISTURBANCE IP,1175 S COLLEGE MALL RD; KROGER JACKSON CREEK,LB310,BPD,NO REPORT NEEDED
B16-45363,11/11/2016,1:45:28,November,Friday,DISTURBANCE IP,309 N WALNUT ST; TACO BELL NORTH,LB101,BPD,NO REPORT NEEDED
B16-45348,11/10/2016,23:23:19,November,Thursday,DISTURBANCE IP,S HIGHLAND AVE & E HUNTER AVE,LB303,BPD,NO REPORT NEEDED
B16-45330,11/10/2016,21:02:11,November,Thursday,DISTURBANCE IP,211 N WALNUT ST; BTOWN DINER ANNEX; BTOWN DINER; STE 1,LB101,BPD,REPORT NEEDED
B16-45307,11/10/2016,17:39:16,November,Thursday,DISTURBANCE IP,1466 N ARLINGTON PARK DR; APT 610,LB514,BPD,NO REPORT NEEDED
B16-45262,11/10/2016,11:42:46,November,Thursday,DISTURBANCE IP,2368 S WINSLOW CT,LB326,BPD,REPORT NEEDED
B16-45253,11/10/2016,10:03:56,November,Thursday,DISTURBANCE IP,1722 N WALNUT ST; AMERICAS BEST VALUE INN,LB212,BPD,NO REPORT NEEDED
B16-45250,11/10/2016,8:54:24,November,Thursday,DISTURBANCE IP,1904 W ALLEN ST,LB414,BPD,NO REPORT NEEDED
B16-45224,11/10/2016,0:24:24,November,Thursday,DISTURBANCE IP,512 W NORTHLANE DR,LB513,BPD,NO REPORT NEEDED
B16-45223,11/10/2016,0:01:51,November,Thursday,DISTURBANCE IP,N COLLEGE AVE & W 15TH ST,LB519,BPD,NO REPORT NEEDED
B16-45185,11/9/2016,18:15:47,November,Wednesday,DISTURBANCE IP,S DUNN ST & E KIRKWOOD AVE,LB102,BPD,NO REPORT NEEDED
B16-45106,11/9/2016,3:56:40,November,Wednesday,DISTURBANCE IP,2073 S OAKDALE DR,LB417,BPD,NO REPORT NEEDED
B16-45098,11/9/2016,2:57:03,November,Wednesday,DISTURBANCE IP,430 E KIRKWOOD AVE,LB104,BPD,REPORT NEEDED
B16-45097,11/9/2016,2:55:00,November,Wednesday,DISTURBANCE IP,2036 N WALNUT ST; KNIGHTS LANDING,LB212,BPD,NO REPORT NEEDED
B16-45096,11/9/2016,2:31:59,November,Wednesday,DISTURBANCE IP,430 E KIRKWOOD AVE;UPSTAIRS PUB,LB104,BPD,NO REPORT NEEDED
B16-45071,11/8/2016,21:10:11,November,Tuesday,DISTURBANCE IP,4648 W SUNSET AVE,LB402,BPD,NO REPORT NEEDED
B16-45062,11/8/2016,19:47:07,November,Tuesday,DISTURBANCE IP,921 S WALNUT ST,LB314,BPD,NO REPORT NEEDED
B16-45043,11/8/2016,17:20:52,November,Tuesday,DISTURBANCE IP,2387 S BRANDON CT,LB326,BPD,NO REPORT NEEDED
B16-45037,11/8/2016,16:33:58,November,Tuesday,DISTURBANCE IP,3122 S ACADIA CT,LB329,BPD,NO REPORT NEEDED
B16-45024,11/8/2016,15:14:45,November,Tuesday,DISTURBANCE IP,917 S TIMOTHY CT,LB414,BPD,NO REPORT NEEDED
B16-45012,11/8/2016,13:49:41,November,Tuesday,DISTURBANCE IP,3122 S ACADIA CT,LB329,BPD,REPORT NEEDED
B16-45002,11/8/2016,12:43:38,November,Tuesday,DISTURBANCE IP,S MORTON ST & W ALLEN ST,LB412,BPD,NO REPORT NEEDED
B16-44995,11/8/2016,11:35:24,November,Tuesday,DISTURBANCE IP,2721 E 3RD ST; BEST BUY,LB221,BPD,NO REPORT NEEDED
B16-44933,11/8/2016,0:13:04,November,Tuesday,DISTURBANCE IP,505 S MULLER PKWY,LB404,BPD,NO REPORT NEEDED
B16-44912,11/7/2016,20:51:14,November,Monday,DISTURBANCE IP,1239 N MAPLE ST,LB518,BPD,NO REPORT NEEDED
B16-44892,11/7/2016,16:59:25,November,Monday,DISTURBANCE IP,130 N PARK RIDGE RD; GEORGETOWN VILLAGE,LB219,BPD,NO REPORT NEEDED
B16-44890,11/7/2016,16:28:33,November,Monday,DISTURBANCE IP,N SUMMIT ST & W COTTAGE GROVE AVE,LB517,BPD,NO REPORT NEEDED
B16-44881,11/7/2016,15:45:07,November,Monday,DISTURBANCE IP,519 W HAYS CT,LB423,BPD,NO REPORT NEEDED
B16-44873,11/7/2016,15:02:29,November,Monday,DISTURBANCE IP,N WALNUT ST & E 7TH ST,LB102,BPD,NO REPORT NEEDED
B16-44850,11/7/2016,12:10:19,November,Monday,DISTURBANCE IP,1330 N ARLINGTON PARK DR,LB514,BPD,NO REPORT NEEDED
B16-44788,11/6/2016,21:54:55,November,Sunday,DISTURBANCE IP,3921 W MAYBURY MALL; APT 18,LB428,BPD,NO REPORT NEEDED
B16-44780,11/6/2016,20:28:43,November,Sunday,DISTURBANCE IP,934 S MITCHELL ST,LB312,BPD,NO REPORT NEEDED
B16-44733,11/6/2016,11:35:49,November,Sunday,DISTURBANCE IP,934 W 6TH ST,LB520,BPD,NO REPORT NEEDED
B16-44691,11/5/2016,23:56:13,November,Saturday,DISTURBANCE IP,2424 S WALNUT ST; LUCKYS MARKET,LB422,BPD,NO REPORT NEEDED
B16-44684,11/5/2016,22:41:31,November,Saturday,DISTURBANCE IP,528 S COLLEGE AVE; KROGER SEMINARY SQUARE,LB410,BPD,NO REPORT NEEDED
B16-44670,11/5/2016,20:03:41,November,Saturday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT A95,LB336,BPD,REPORT NEEDED
B16-44663,11/5/2016,19:40:48,November,Saturday,DISTURBANCE IP,420 E KIRKWOOD AVE; CHIPOTLE MEXICAN GRILL KIRKWOOD,LB104,BPD,NO REPORT NEEDED
B16-44657,11/5/2016,19:15:40,November,Saturday,DISTURBANCE IP,1919 N COLLEGE AVE; STEAK N SHAKE NORTH,LB512,BPD,NO REPORT NEEDED
B16-44649,11/5/2016,18:14:13,November,Saturday,DISTURBANCE IP,106 E 2ND ST; SAHARA MART WEST,LB301,BPD,NO REPORT NEEDED
B16-44639,11/5/2016,15:58:32,November,Saturday,DISTURBANCE IP,305 E WINSLOW RD; WINSLOW PLAZA,LB326,BPD,REPORT NEEDED
B16-44551,11/4/2016,22:00:31,November,Friday,DISTURBANCE IP,N WASHINGTON ST & E 6TH ST,LB102,BPD,NO REPORT NEEDED
B16-44549,11/4/2016,21:21:50,November,Friday,DISTURBANCE IP,425 N HAY ST,LB521,BPD,NO REPORT NEEDED
B16-44545,11/4/2016,20:51:25,November,Friday,DISTURBANCE IP,3320 S ACADIA CT,LB329,BPD,NO REPORT NEEDED
B16-44454,11/4/2016,10:55:42,November,Friday,DISTURBANCE IP,430 S WASHINGTON ST; GOLD CASTERS,LB104,BPD,NO REPORT NEEDED
B16-44448,11/4/2016,9:38:15,November,Friday,DISTURBANCE IP,1700 N WALNUT ST; PARKVIEW APTS,LB212,BPD,NO REPORT NEEDED
B16-44384,11/3/2016,20:05:57,November,Thursday,DISTURBANCE IP,423 E KIRKWOOD AVE; NICKS ENGLISH HUT,LB102,BPD,NO REPORT NEEDED
B16-44381,11/3/2016,19:37:19,November,Thursday,DISTURBANCE IP,2437 S WALNUT ST; LAUNDRY WORKS,LB327,BPD,NO REPORT NEEDED
B16-44367,11/3/2016,17:38:35,November,Thursday,DISTURBANCE IP,301 S WALNUT ST,LB104,BPD,NO REPORT NEEDED
B16-44359,11/3/2016,16:57:57,November,Thursday,DISTURBANCE IP,101 W 2ND ST; SEMINARY PARK,LB410,BPD,NO REPORT NEEDED
B16-44265,11/3/2016,0:51:42,November,Thursday,DISTURBANCE IP,710 N MORTON ST,LB519,BPD,NO REPORT NEEDED
B16-44262,11/3/2016,0:25:10,November,Thursday,DISTURBANCE IP,1250 W ADAMS HILL CIR; UNIT 702,LB424,BPD,REPORT NEEDED
B16-44254,11/2/2016,23:42:51,November,Wednesday,DISTURBANCE IP,1115 S WALNUT ST; CIRCLE K GRIMES AND WALNUT,LB314,BPD,NO REPORT NEEDED
B16-44209,11/2/2016,17:06:33,November,Wednesday,DISTURBANCE IP,1200 W ALLEN ST,LB413,BPD,NO REPORT NEEDED
B16-44175,11/2/2016,13:59:18,November,Wednesday,DISTURBANCE IP,1408 W KIRKWOOD AVE,LB521,BPD,NO REPORT NEEDED
B16-44172,11/2/2016,13:53:21,November,Wednesday,DISTURBANCE IP,330 E 20TH ST; STADIUM VIEW II APARTMENTS; APT 12,LB212,BPD,NO REPORT NEEDED
B16-44166,11/2/2016,13:10:49,November,Wednesday,DISTURBANCE IP,1000 S BASSWOOD CIR; BASSWOOD APARTMENTS,LB415,BPD,NO REPORT NEEDED
B16-44163,11/2/2016,12:37:33,November,Wednesday,DISTURBANCE IP,520 S WALNUT ST; US POST OFFICE DOWNTOWN,LB410,BPD,NO REPORT NEEDED
B16-44141,11/2/2016,8:46:08,November,Wednesday,DISTURBANCE IP,620 S WALNUT ST; SHALOM CENTER,LB410,BPD,NO REPORT NEEDED
B16-44126,11/2/2016,6:22:23,November,Wednesday,DISTURBANCE IP,1800 N WALNUT ST;ROOM 142 MOTEL 6,LB212,BPD,NO REPORT NEEDED
B16-44108,11/2/2016,2:07:54,November,Wednesday,DISTURBANCE IP,302 N ROGERS ST; BETHEL AFRICAN METHODIST EPISCOPAL CHURCH,LB101,BPD,NO REPORT NEEDED
B16-44106,11/2/2016,1:44:01,November,Wednesday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; A92,LB336,BPD,NO REPORT NEEDED
B16-44092,11/1/2016,23:02:38,November,Tuesday,DISTURBANCE IP,2317 S ROCKPORT RD,LB423,BPD,NO REPORT NEEDED
B16-44081,11/1/2016,21:09:30,November,Tuesday,DISTURBANCE IP,405 E 17TH ST ; DUNN HILL,LB212,BPD,NO REPORT NEEDED
B16-44068,11/1/2016,19:30:17,November,Tuesday,DISTURBANCE IP,301 S WALNUT ST,LB104,BPD,NO REPORT NEEDED
B16-44059,11/1/2016,18:28:03,November,Tuesday,DISTURBANCE IP,275 E WINSLOW RD; VILLAGE PANTRY SOUTH,LB327,BPD,NO REPORT NEEDED
B16-44048,11/1/2016,17:17:31,November,Tuesday,DISTURBANCE IP,2440 S HENDERSON ST,LB327,BPD,REPORT NEEDED
B16-44041,11/1/2016,16:58:58,November,Tuesday,DISTURBANCE IP,523 W AMARYLLIS DR,LB513,BPD,NO REPORT NEEDED
B16-44019,11/1/2016,15:33:10,November,Tuesday,DISTURBANCE IP,2440 S HENDERSON ST,LB327,BPD,NO REPORT NEEDED
B16-44017,11/1/2016,15:14:35,November,Tuesday,DISTURBANCE IP,430 S VILLAGE CT,LB402,BPD,NO REPORT NEEDED
B16-44003,11/1/2016,14:12:04,November,Tuesday,DISTURBANCE IP,430 S VILLAGE CT,LB402,BPD,NO REPORT NEEDED
B16-44000,11/1/2016,13:49:14,November,Tuesday,DISTURBANCE IP,620 S WALNUT ST; SHALOM CENTER,LB410,BPD,NO REPORT NEEDED
B16-43989,11/1/2016,12:23:40,November,Tuesday,DISTURBANCE IP,645 S ROGERS ST; CENTERSTONE EAST 1,LB409,BPD,NO REPORT NEEDED
B16-43957,11/1/2016,2:16:13,November,Tuesday,DISTURBANCE IP,422 E KIRKWOOD AVE,LB104,BPD,NO REPORT NEEDED
B16-43956,11/1/2016,2:13:34,November,Tuesday,DISTURBANCE IP,907 S WASHINGTON ST,LB314,BPD,NO REPORT NEEDED
B16-43871,10/31/2016,18:51:48,October,Monday,DISTURBANCE IP,406 E 6TH ST,LB102,BPD,NO REPORT NEEDED
B16-43835,10/31/2016,15:03:35,October,Monday,DISTURBANCE IP,101 W 2ND ST; SEMINARY PARK,LB410,BPD,NO REPORT NEEDED
B16-43817,10/31/2016,12:58:37,October,Monday,DISTURBANCE IP,405 E KIRKWOOD AVE; CAFE PIZZARIA,LB102,BPD,NO REPORT NEEDED
B16-43814,10/31/2016,12:21:03,October,Monday,DISTURBANCE IP,704 W 15TH ST,LB518,BPD,NO REPORT NEEDED
B16-43768,10/30/2016,23:33:00,October,Sunday,DISTURBANCE IP,215 N WALNUT ST; BROTHERS BAR AND GRILL,LB101,BPD,NO REPORT NEEDED
B16-43738,10/30/2016,19:29:27,October,Sunday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT A 17,LB336,BPD,NO REPORT NEEDED
B16-43717,10/30/2016,16:20:11,October,Sunday,DISTURBANCE IP,2894 E 3RD ST,LB305,BPD,NO REPORT NEEDED
B16-43662,10/30/2016,5:57:00,October,Sunday,DISTURBANCE IP,842 E MILLER DR,LB316,BPD,NO REPORT NEEDED
B16-43657,10/30/2016,5:28:28,October,Sunday,DISTURBANCE IP,703 W GOURLEY PIKE; APT 126,LB513,BPD,NO REPORT NEEDED
B16-43635,10/30/2016,2:41:59,October,Sunday,DISTURBANCE IP,423 E KIRKWOOD AVE; NICKS ENGLISH HUT,LB102,BPD,NO REPORT NEEDED
B16-43625,10/30/2016,2:03:10,October,Sunday,DISTURBANCE IP,319 E 20TH ST; APT 2 STADIUM VIEW III APARTMENTS,LB212,BPD,NO REPORT NEEDED
B16-43623,10/30/2016,1:49:50,October,Sunday,DISTURBANCE IP,345 S COLLEGE AVE,LB103,BPD,NO REPORT NEEDED
B16-43596,10/30/2016,0:13:54,October,Sunday,DISTURBANCE IP,117 S FRANKLIN RD; HOLIDAY INN EXPRESS,LB523,BPD,REPORT NEEDED
B16-43589,10/29/2016,23:46:30,October,Saturday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT A 17,LB336,BPD,NO REPORT NEEDED
B16-43557,10/29/2016,21:43:06,October,Saturday,DISTURBANCE IP,2500 S ROCKPORT RD; APT 2607,LB424,BPD,NO REPORT NEEDED
B16-43546,10/29/2016,20:14:26,October,Saturday,DISTURBANCE IP,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,NO REPORT NEEDED
B16-43545,10/29/2016,19:57:45,October,Saturday,DISTURBANCE IP,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,NO REPORT NEEDED
B16-43537,10/29/2016,19:14:33,October,Saturday,DISTURBANCE IP,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,REPORT NEEDED
